feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
drv_dnf_recovery_rate,v3.94,Rate driver finishes in points (top10) in race after DNF,KEEP,12.545454545454545,8.227272727272727,12.545454545454545,11.909090909090908,0.0,3.6818181818181817,-1.6818181818181817,1.8409090909090908
