feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
circ_sc_rate,v3.81,Avg full SC deployments per race at circuit (last 5 years),DISCARD,12.545454545454545,11.818181818181818,12.090909090909092,8.954545454545455,-0.45454545454545325,-2.8636363636363633,0.0,-1.6590909090909083
