feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
circ_vsc_rate,v3.82,Avg VSC deployments per race at circuit (last 5 years),DISCARD,12.545454545454545,11.818181818181818,12.454545454545455,8.772727272727273,-0.09090909090908994,-3.045454545454545,0.0,-1.5681818181818175
