feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
drv_overperformance_rate,v3.90,Rate driver finishes better than grid in last 5 races,DISCARD,12.545454545454545,11.818181818181818,12.090909090909092,10.272727272727273,-0.45454545454545325,-1.545454545454545,0.7272727272727266,-0.9999999999999991
