feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
drv_starts_p10_zone_rate,v3.92,"Rate driver starts P8-P12 in qualifying, last 10 races",DISCARD,12.545454545454545,11.818181818181818,12.090909090909092,10.5,-0.45454545454545325,-1.3181818181818183,0.0,-0.8863636363636358
