feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
circ_collision_rate,v4.03,Collision/accident DNF rate per start at this circuit,KEEP,all_5_models,13.181818181818182,12.772727272727273,10.5,9.954545454545455,10.636363636363637,12.045454545454545,14.272727272727273,10.272727272727273,12.727272727272727,9.045454545454545,-1.1363636363636367,1.5,-0.22727272727272663,2.7727272727272716,-1.5909090909090917,0.18181818181818166,0.5909090909090899,0.26363636363636334
