feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
drv_q2_elim_rate,v4.01,Rate driver is eliminated in Q2 (last 10 sessions),DISCARD,all_5_models,13.181818181818182,12.772727272727273,10.5,9.954545454545455,10.636363636363637,12.181818181818182,10.954545454545455,10.863636363636363,13.090909090909092,8.909090909090908,-1.0,-1.8181818181818183,0.3636363636363633,3.1363636363636367,-1.7272727272727284,-1.4090909090909092,0.7045454545454541,-0.20909090909090935
