feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
drv_q3_rate,v4.00,Driver Q3 appearance rate over last 10 qualifying sessions,DISCARD,all_5_models,13.181818181818182,12.772727272727273,10.5,9.954545454545455,10.636363636363637,9.772727272727273,11.0,9.863636363636363,13.818181818181818,9.590909090909092,-3.4090909090909083,-1.7727272727272734,-0.6363636363636367,3.8636363636363633,-1.045454545454545,-2.590909090909091,1.4090909090909092,-0.6
