feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
circ_pit_stop_var,v3.99,Variance of pit stop counts at circuit (last 5 yrs),DISCARD,all_5_models,13.181818181818182,12.772727272727273,10.5,9.954545454545455,10.636363636363637,11.909090909090908,11.545454545454545,10.5,9.136363636363637,7.681818181818182,-1.2727272727272734,-1.2272727272727284,0.0,-0.8181818181818183,-2.954545454545455,-1.2500000000000009,-1.8863636363636367,-1.254545454545455
