feature,version,verdict,d_rf_reg,d_lgb_reg,d_ridge,d_rf_clf,d_xgb_clf,d_avg_reg,d_avg_clf,d_avg_all
team_qual_fin_delta,v4.08,DISCARD,-2.1818181818181817,-2.0909090909090917,0.18181818181818343,0.2272727272727284,-0.7272727272727266,-2.1363636363636367,-0.2499999999999991,-0.9181818181818177
drv_pts_per_race,v4.09,DISCARD,1.2272727272727266,-1.2272727272727284,0.0,-0.7727272727272716,-0.7272727272727266,-8.881784197001252e-16,-0.7499999999999991,-0.3
drv_teammate_qual_delta,v4.10,DISCARD,-1.3181818181818183,-0.6818181818181817,0.0,0.40909090909091006,-0.9090909090909083,-1.0,-0.2499999999999991,-0.49999999999999967
grid_position_sq,v4.11,DISCARD,0.04545454545454497,0.0,0.0,-0.45454545454545325,0.0,0.022727272727272485,-0.22727272727272663,-0.08181818181818165
is_midfield_team,v4.12,DISCARD,0.09090909090908994,0.18181818181818166,-0.5,-1.4090909090909083,0.22727272727272663,0.1363636363636358,-0.5909090909090908,-0.281818181818182
avg_qual_last5,v4.13,DISCARD,0.04545454545454497,0.0,0.0,-1.545454545454545,0.0,0.022727272727272485,-0.7727272727272725,-0.3
drv_in_points_last5,v4.14,DISCARD,0.0,-1.8636363636363633,-1.636363636363635,-0.45454545454545325,0.0,-0.9318181818181817,-0.22727272727272663,-0.7909090909090903
