feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
drv_q2_elim_rate,v3.87,Rate driver is eliminated in Q2 (P11-P15 in qualifying),DISCARD,12.545454545454545,11.818181818181818,12.0,11.545454545454545,-0.545454545454545,-0.2727272727272734,-0.09090909090908994,-0.40909090909090917
