feature,version,description,verdict,base_rf_reg,base_lgb_reg,ext_rf_reg,ext_lgb_reg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
circ_collision_rate,v3.89,Collision/accident DNF rate per start at this circuit,DISCARD,12.545454545454545,11.818181818181818,11.772727272727273,9.136363636363637,-0.7727272727272716,-2.6818181818181817,0.0,-1.7272727272727266
