cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts,season_frac,half,third,quarter,half_label,third_label,quarter_label
2016,2012,2015,21,xgb_reg,sainz,18,2,0.9523809523809523,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2016,2012,2015,21,xgb_clf,sainz,18,2,0.9523809523809523,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2016,2012,2015,21,xgb_ranker,sainz,18,2,0.9523809523809523,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2016,2012,2015,21,lgb_reg,grosjean,11,18,0.9523809523809523,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2016,2012,2015,21,ensemble,massa,9,18,0.9523809523809523,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,1,ridge,grosjean,20,0,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,rf_reg,massa,6,10,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,rf_clf,kvyat,9,18,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,xgb_reg,ricciardo,17,4,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,xgb_clf,sainz,8,15,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,xgb_ranker,kvyat,9,18,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,lgb_reg,massa,6,10,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,1,ensemble,ricciardo,17,4,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,ridge,stroll,20,0,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,rf_reg,hulkenberg,12,15,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,rf_clf,kvyat,17,4,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,xgb_reg,massa,14,10,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,xgb_clf,sainz,7,12,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,xgb_ranker,kvyat,17,4,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,lgb_reg,max_verstappen,3,4,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,2,ensemble,hulkenberg,12,15,0.05,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,ridge,hulkenberg,9,18,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,rf_reg,hulkenberg,9,18,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,rf_clf,kvyat,12,15,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,xgb_reg,grosjean,8,15,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,xgb_clf,sainz,16,6,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,xgb_ranker,sainz,16,6,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,lgb_reg,hulkenberg,9,18,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,3,ensemble,hulkenberg,9,18,0.1,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,ridge,massa,9,18,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,rf_reg,sainz,10,25,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,rf_clf,sainz,10,25,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,xgb_reg,massa,9,18,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,xgb_clf,kvyat,12,15,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,xgb_ranker,ocon,7,12,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,lgb_reg,raikkonen,3,4,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,4,ensemble,sainz,10,25,0.15,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,ridge,massa,13,12,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,rf_reg,massa,13,12,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,rf_clf,ocon,5,8,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,xgb_reg,kevin_magnussen,14,10,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,xgb_clf,kevin_magnussen,14,10,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,xgb_ranker,kevin_magnussen,14,10,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,lgb_reg,kevin_magnussen,14,10,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,5,ensemble,massa,13,12,0.2,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2017,2013,2016,6,ridge,sainz,6,10,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,rf_reg,perez,13,12,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,rf_clf,kvyat,14,10,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,xgb_reg,grosjean,8,15,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,xgb_clf,kvyat,14,10,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,xgb_ranker,stroll,15,8,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,lgb_reg,grosjean,8,15,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,6,ensemble,sainz,6,10,0.25,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,ridge,massa,19,1,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,rf_reg,massa,19,1,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,rf_clf,ocon,6,10,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,xgb_reg,perez,5,8,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,xgb_clf,sainz,20,0,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,xgb_ranker,sainz,20,0,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,lgb_reg,perez,5,8,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,7,ensemble,massa,19,1,0.3,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2017,2013,2016,8,ridge,massa,16,6,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,rf_reg,massa,16,6,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,rf_clf,stroll,3,4,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,xgb_reg,stroll,3,4,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,xgb_clf,kvyat,19,1,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,xgb_ranker,stroll,3,4,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,lgb_reg,ricciardo,1,1,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,8,ensemble,massa,16,6,0.35,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,ridge,ocon,8,15,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,rf_reg,perez,7,12,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,rf_clf,ocon,8,15,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,xgb_reg,perez,7,12,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,xgb_clf,ocon,8,15,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,xgb_ranker,vandoorne,12,15,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,lgb_reg,perez,7,12,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,9,ensemble,ocon,8,15,0.4,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,ridge,hulkenberg,6,10,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,rf_reg,ocon,8,15,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,rf_clf,ocon,8,15,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,xgb_reg,ricciardo,5,8,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,xgb_clf,ocon,8,15,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,xgb_ranker,ocon,8,15,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,lgb_reg,ocon,8,15,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,10,ensemble,ocon,8,15,0.45,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2017,2013,2016,11,ridge,alonso,6,10,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,rf_reg,perez,8,15,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,rf_clf,ocon,9,18,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,xgb_reg,jolyon_palmer,12,15,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,xgb_clf,kvyat,11,18,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,xgb_ranker,ocon,9,18,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,lgb_reg,jolyon_palmer,12,15,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,11,ensemble,perez,8,15,0.5,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,ridge,perez,17,4,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,rf_reg,hulkenberg,6,10,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,rf_clf,ocon,9,18,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,xgb_reg,hulkenberg,6,10,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,xgb_clf,grosjean,7,12,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,xgb_ranker,jolyon_palmer,13,12,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,lgb_reg,ocon,9,18,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,12,ensemble,hulkenberg,6,10,0.55,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,ridge,perez,9,18,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,rf_reg,perez,9,18,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,rf_clf,perez,9,18,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,xgb_reg,massa,8,15,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,xgb_clf,perez,9,18,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,xgb_ranker,perez,9,18,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,lgb_reg,stroll,7,12,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,13,ensemble,perez,9,18,0.6,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,ridge,vandoorne,7,12,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,rf_reg,hulkenberg,14,10,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,rf_clf,perez,5,8,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,xgb_reg,alonso,17,4,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,xgb_clf,ocon,10,25,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,xgb_ranker,vandoorne,7,12,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,lgb_reg,perez,5,8,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,14,ensemble,hulkenberg,14,10,0.65,2,2,3,H2 (late),T2 (mid),Q3 (51–75%)
2017,2013,2016,15,ridge,perez,6,10,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,rf_reg,perez,6,10,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,rf_clf,sainz,19,1,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,xgb_reg,vandoorne,7,12,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,xgb_clf,sainz,19,1,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,xgb_ranker,vandoorne,7,12,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,lgb_reg,perez,6,10,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,15,ensemble,perez,6,10,0.7,2,3,3,H2 (late),T3 (late),Q3 (51–75%)
2017,2013,2016,16,ridge,massa,10,25,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,rf_reg,ocon,6,10,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,rf_clf,stroll,16,6,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,xgb_reg,stroll,16,6,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,xgb_clf,vandoorne,14,10,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,xgb_ranker,stroll,16,6,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,lgb_reg,vandoorne,14,10,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,16,ensemble,hulkenberg,17,4,0.75,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,ridge,sainz,7,12,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,rf_reg,perez,8,15,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,rf_clf,sainz,7,12,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,xgb_reg,alonso,17,4,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,xgb_clf,stroll,11,18,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,xgb_ranker,sainz,7,12,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,lgb_reg,alonso,17,4,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,17,ensemble,perez,8,15,0.8,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,ridge,perez,7,12,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,rf_reg,sainz,16,6,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,rf_clf,sainz,16,6,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,xgb_reg,sainz,16,6,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,xgb_clf,stroll,6,10,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,xgb_ranker,stroll,6,10,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,lgb_reg,sainz,16,6,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,18,ensemble,sainz,16,6,0.85,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,ridge,sainz,11,18,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,rf_reg,ocon,18,2,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,rf_clf,sainz,11,18,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,xgb_reg,ocon,18,2,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,xgb_clf,brendon_hartley,17,4,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,xgb_ranker,hulkenberg,10,25,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,lgb_reg,ocon,18,2,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,19,ensemble,sainz,11,18,0.9,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,ridge,hulkenberg,6,10,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,rf_reg,ocon,8,15,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,rf_clf,ocon,8,15,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,xgb_reg,perez,7,12,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,xgb_clf,ocon,8,15,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,xgb_ranker,ocon,8,15,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,lgb_reg,perez,7,12,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2017,2013,2016,20,ensemble,hulkenberg,6,10,0.95,2,3,4,H2 (late),T3 (late),Q4 (76–100%)
2018,2014,2017,1,ridge,kevin_magnussen,17,4,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,rf_reg,ricciardo,4,6,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,rf_clf,ocon,12,15,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,xgb_reg,hulkenberg,7,12,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,xgb_clf,stroll,14,10,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,xgb_ranker,stroll,14,10,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,lgb_reg,hulkenberg,7,12,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,1,ensemble,hulkenberg,7,12,0.0,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,ridge,alonso,7,12,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,rf_reg,hulkenberg,6,10,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,rf_clf,sainz,11,18,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,xgb_reg,ricciardo,20,0,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,xgb_clf,vandoorne,8,15,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,xgb_ranker,alonso,7,12,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,lgb_reg,alonso,7,12,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,2,ensemble,hulkenberg,6,10,0.047619047619047616,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,ridge,sainz,9,18,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,rf_reg,hulkenberg,6,10,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,rf_clf,vandoorne,13,12,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,xgb_reg,hulkenberg,6,10,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,xgb_clf,hulkenberg,6,10,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,xgb_ranker,hulkenberg,6,10,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,lgb_reg,max_verstappen,5,8,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,3,ensemble,hulkenberg,6,10,0.09523809523809523,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,ridge,ocon,19,1,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,rf_reg,ocon,19,1,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,rf_clf,vandoorne,9,18,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,xgb_reg,sainz,5,8,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,xgb_clf,gasly,12,15,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,xgb_ranker,alonso,7,12,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,lgb_reg,vandoorne,9,18,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,4,ensemble,sainz,5,8,0.14285714285714285,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,ridge,kevin_magnussen,6,10,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,rf_reg,kevin_magnussen,6,10,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,rf_clf,perez,9,18,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,xgb_reg,perez,9,18,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,xgb_clf,gasly,19,1,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,xgb_ranker,perez,9,18,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,lgb_reg,perez,9,18,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,5,ensemble,kevin_magnussen,6,10,0.19047619047619047,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,ridge,sainz,10,25,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,rf_reg,sainz,10,25,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,rf_clf,hulkenberg,8,15,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,xgb_reg,alonso,20,0,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,xgb_clf,gasly,7,12,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,xgb_ranker,alonso,20,0,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,lgb_reg,gasly,7,12,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,6,ensemble,sainz,10,25,0.23809523809523808,1,1,1,H1 (early),T1 (early),Q1 (R1–25%)
2018,2014,2017,7,ridge,hulkenberg,7,12,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,rf_reg,hulkenberg,7,12,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,rf_clf,alonso,18,2,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,xgb_reg,hulkenberg,7,12,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,xgb_clf,alonso,18,2,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,xgb_ranker,alonso,18,2,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,lgb_reg,perez,14,10,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,7,ensemble,hulkenberg,7,12,0.2857142857142857,1,1,2,H1 (early),T1 (early),Q2 (26–50%)
2018,2014,2017,8,ridge,sainz,8,15,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2018,2014,2017,8,rf_reg,sainz,8,15,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2018,2014,2017,8,rf_clf,hulkenberg,9,18,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2018,2014,2017,8,xgb_reg,kevin_magnussen,6,10,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2018,2014,2017,8,xgb_clf,ocon,19,1,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2018,2014,2017,8,xgb_ranker,ocon,19,1,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
2018,2014,2017,8,lgb_reg,alonso,16,6,0.3333333333333333,1,2,2,H1 (early),T2 (mid),Q2 (26–50%)
