year,round,driverId,driverRef,drv_mechanical_dnf_rate
2016,11,8,raikkonen,0.1
2016,12,8,raikkonen,0.05
2016,13,8,raikkonen,0.05
2016,14,8,raikkonen,0.05
2016,15,8,raikkonen,0.05
2016,16,8,raikkonen,0.05
2016,17,8,raikkonen,0.05
2016,18,8,raikkonen,0.05
2016,19,8,raikkonen,0.1
2016,20,8,raikkonen,0.1
2016,21,8,raikkonen,0.1
2017,1,8,raikkonen,0.05
2017,2,8,raikkonen,0.05
2017,3,8,raikkonen,0.05
2017,4,8,raikkonen,0.05
2017,5,8,raikkonen,0.05
2017,6,8,raikkonen,0.05
2017,7,8,raikkonen,0.05
2017,8,8,raikkonen,0.05
2017,9,8,raikkonen,0.05
2017,10,8,raikkonen,0.05
2017,11,8,raikkonen,0.05
2017,12,8,raikkonen,0.05
2017,13,8,raikkonen,0.05
2017,14,8,raikkonen,0.05
2017,15,8,raikkonen,0.05
2017,16,8,raikkonen,0.05
2017,17,8,raikkonen,0.05
2017,18,8,raikkonen,0.0
2017,19,8,raikkonen,0.0
2017,20,8,raikkonen,0.0
2018,1,8,raikkonen,0.0
2018,2,8,raikkonen,0.0
2018,3,8,raikkonen,0.05
2018,4,8,raikkonen,0.05
2018,5,8,raikkonen,0.05
2018,6,8,raikkonen,0.1
2018,7,8,raikkonen,0.1
2018,8,8,raikkonen,0.1
2018,9,8,raikkonen,0.1
2018,10,8,raikkonen,0.1
2018,11,8,raikkonen,0.1
2018,12,8,raikkonen,0.1
2018,13,8,raikkonen,0.1
2018,14,8,raikkonen,0.15
2018,15,8,raikkonen,0.15
2018,16,8,raikkonen,0.15
2018,17,8,raikkonen,0.15
2018,18,8,raikkonen,0.15
2018,19,8,raikkonen,0.15
2018,20,8,raikkonen,0.15
2018,21,8,raikkonen,0.15
2019,1,8,raikkonen,0.2
2019,2,8,raikkonen,0.15
2019,3,8,raikkonen,0.15
2019,4,8,raikkonen,0.15
2019,5,8,raikkonen,0.1
2019,6,8,raikkonen,0.1
2019,7,8,raikkonen,0.1
2019,8,8,raikkonen,0.1
2019,9,8,raikkonen,0.1
2019,10,8,raikkonen,0.1
2019,11,8,raikkonen,0.1
2019,12,8,raikkonen,0.1
2019,13,8,raikkonen,0.05
2019,14,8,raikkonen,0.05
2019,15,8,raikkonen,0.05
2019,16,8,raikkonen,0.05
2019,17,8,raikkonen,0.05
2019,18,8,raikkonen,0.05
2019,19,8,raikkonen,0.1
2019,20,8,raikkonen,0.1
2019,21,8,raikkonen,0.05
2020,1,8,raikkonen,0.05
2020,2,8,raikkonen,0.1
2020,3,8,raikkonen,0.1
2020,4,8,raikkonen,0.1
2020,5,8,raikkonen,0.1
2020,6,8,raikkonen,0.1
2020,7,8,raikkonen,0.1
2020,8,8,raikkonen,0.1
2020,9,8,raikkonen,0.1
2020,10,8,raikkonen,0.1
2020,11,8,raikkonen,0.1
2020,12,8,raikkonen,0.1
2020,13,8,raikkonen,0.1
2020,14,8,raikkonen,0.1
2020,15,8,raikkonen,0.1
2020,16,8,raikkonen,0.1
2020,17,8,raikkonen,0.1
2021,1,8,raikkonen,0.05
2021,2,8,raikkonen,0.05
2021,3,8,raikkonen,0.05
2021,4,8,raikkonen,0.05
2021,5,8,raikkonen,0.0
2021,6,8,raikkonen,0.0
2021,7,8,raikkonen,0.0
2021,8,8,raikkonen,0.0
2021,9,8,raikkonen,0.0
2021,10,8,raikkonen,0.0
2021,11,8,raikkonen,0.0
2021,12,8,raikkonen,0.0
2021,15,8,raikkonen,0.0
2021,16,8,raikkonen,0.0
2021,17,8,raikkonen,0.0
2021,18,8,raikkonen,0.0
2021,19,8,raikkonen,0.0
2021,20,8,raikkonen,0.0
2021,21,8,raikkonen,0.0
2021,22,8,raikkonen,0.0
2010,1,9,kubica,
2010,2,9,kubica,0.0
2010,3,9,kubica,0.0
2010,4,9,kubica,0.0
2010,5,9,kubica,0.0
2010,6,9,kubica,0.0
2010,7,9,kubica,0.0
2010,8,9,kubica,0.0
2010,9,9,kubica,0.0
2010,10,9,kubica,0.0
2010,11,9,kubica,0.1
2010,12,9,kubica,0.09090909090909091
2010,13,9,kubica,0.08333333333333333
2010,14,9,kubica,0.07692307692307693
2010,15,9,kubica,0.07142857142857142
2010,16,9,kubica,0.06666666666666667
2010,17,9,kubica,0.0625
2010,18,9,kubica,0.058823529411764705
2010,19,9,kubica,0.05555555555555555
2019,1,9,kubica,0.05263157894736842
2019,2,9,kubica,0.05
2019,3,9,kubica,0.05
2019,4,9,kubica,0.05
2019,5,9,kubica,0.05
2019,6,9,kubica,0.05
2019,7,9,kubica,0.05
2019,8,9,kubica,0.05
2019,9,9,kubica,0.05
2019,10,9,kubica,0.05
2019,11,9,kubica,0.05
2019,12,9,kubica,0.0
2019,13,9,kubica,0.0
2019,14,9,kubica,0.0
2019,15,9,kubica,0.0
2019,16,9,kubica,0.0
2019,17,9,kubica,0.05
2019,18,9,kubica,0.05
2019,19,9,kubica,0.05
2019,20,9,kubica,0.1
2019,21,9,kubica,0.1
2021,13,9,kubica,0.1
2021,14,9,kubica,0.1
2010,1,10,glock,
2010,2,10,glock,1.0
2010,3,10,glock,1.0
2010,4,10,glock,0.6666666666666666
2010,5,10,glock,0.5
2010,6,10,glock,0.4
2010,7,10,glock,0.3333333333333333
2010,8,10,glock,0.2857142857142857
2010,9,10,glock,0.375
2010,10,10,glock,0.3333333333333333
2010,11,10,glock,0.3
2010,12,10,glock,0.2727272727272727
2010,13,10,glock,0.25
2010,14,10,glock,0.23076923076923078
2010,15,10,glock,0.21428571428571427
2010,16,10,glock,0.26666666666666666
2010,17,10,glock,0.25
2010,18,10,glock,0.23529411764705882
2010,19,10,glock,0.2222222222222222
2011,1,10,glock,0.2631578947368421
2011,2,10,glock,0.25
2011,3,10,glock,0.2
2011,4,10,glock,0.15
2011,5,10,glock,0.15
2011,6,10,glock,0.15
2011,7,10,glock,0.2
2011,8,10,glock,0.2
2011,9,10,glock,0.2
2011,10,10,glock,0.15
2011,11,10,glock,0.15
2011,12,10,glock,0.15
2011,13,10,glock,0.15
2011,14,10,glock,0.15
2011,15,10,glock,0.15
2011,16,10,glock,0.15
2011,17,10,glock,0.1
2011,18,10,glock,0.1
2011,19,10,glock,0.1
2012,1,10,glock,0.1
2012,2,10,glock,0.05
2012,3,10,glock,0.05
2012,4,10,glock,0.05
2012,5,10,glock,0.05
2012,6,10,glock,0.05
2012,7,10,glock,0.05
2012,8,10,glock,0.05
2012,9,10,glock,0.05
2012,10,10,glock,0.05
2012,11,10,glock,0.05
2012,12,10,glock,0.05
2012,13,10,glock,0.05
2012,14,10,glock,0.05
2012,15,10,glock,0.05
2012,16,10,glock,0.05
2012,17,10,glock,0.05
2012,18,10,glock,0.05
2012,19,10,glock,0.05
2012,20,10,glock,0.05
2010,1,13,massa,
2010,2,13,massa,0.0
2010,3,13,massa,0.0
2010,4,13,massa,0.0
2010,5,13,massa,0.0
2010,6,13,massa,0.0
2010,7,13,massa,0.0
2010,8,13,massa,0.0
2010,9,13,massa,0.0
2010,10,13,massa,0.0
2010,11,13,massa,0.0
2010,12,13,massa,0.0
2010,13,13,massa,0.0
2010,14,13,massa,0.0
2010,15,13,massa,0.0
2010,16,13,massa,0.0
2010,17,13,massa,0.0
2010,18,13,massa,0.0
2010,19,13,massa,0.0
2011,1,13,massa,0.0
2011,2,13,massa,0.0
2011,3,13,massa,0.0
2011,4,13,massa,0.0
2011,5,13,massa,0.0
2011,6,13,massa,0.05
2011,7,13,massa,0.05
2011,8,13,massa,0.05
2011,9,13,massa,0.05
2011,10,13,massa,0.05
2011,11,13,massa,0.05
2011,12,13,massa,0.05
2011,13,13,massa,0.05
2011,14,13,massa,0.05
2011,15,13,massa,0.05
2011,16,13,massa,0.05
2011,17,13,massa,0.05
2011,18,13,massa,0.1
2011,19,13,massa,0.1
2012,1,13,massa,0.1
2012,2,13,massa,0.1
2012,3,13,massa,0.1
2012,4,13,massa,0.1
2012,5,13,massa,0.1
2012,6,13,massa,0.1
2012,7,13,massa,0.05
2012,8,13,massa,0.05
2012,9,13,massa,0.05
2012,10,13,massa,0.05
2012,11,13,massa,0.05
2012,12,13,massa,0.05
2012,13,13,massa,0.05
2012,14,13,massa,0.05
2012,15,13,massa,0.05
2012,16,13,massa,0.05
2012,17,13,massa,0.05
2012,18,13,massa,0.05
2012,19,13,massa,0.0
2012,20,13,massa,0.0
2013,1,13,massa,0.0
2013,2,13,massa,0.0
2013,3,13,massa,0.0
2013,4,13,massa,0.0
2013,5,13,massa,0.0
2013,6,13,massa,0.0
2013,7,13,massa,0.0
2013,8,13,massa,0.0
2013,9,13,massa,0.0
2013,10,13,massa,0.0
2013,11,13,massa,0.0
2013,12,13,massa,0.0
2013,13,13,massa,0.0
2013,14,13,massa,0.0
2013,15,13,massa,0.0
2013,16,13,massa,0.0
2013,17,13,massa,0.0
2013,18,13,massa,0.0
2013,19,13,massa,0.0
2014,1,13,massa,0.0
2014,2,13,massa,0.0
2014,3,13,massa,0.0
2014,4,13,massa,0.0
2014,5,13,massa,0.0
2014,6,13,massa,0.0
2014,7,13,massa,0.0
2014,8,13,massa,0.0
2014,9,13,massa,0.0
2014,10,13,massa,0.0
2014,11,13,massa,0.0
2014,12,13,massa,0.0
2014,13,13,massa,0.0
2014,14,13,massa,0.0
2014,15,13,massa,0.0
2014,16,13,massa,0.0
2014,17,13,massa,0.0
2014,18,13,massa,0.0
2014,19,13,massa,0.0
2015,1,13,massa,0.0
2015,2,13,massa,0.0
2015,3,13,massa,0.0
2015,4,13,massa,0.0
2015,5,13,massa,0.0
2015,6,13,massa,0.0
2015,7,13,massa,0.0
2015,8,13,massa,0.0
2015,9,13,massa,0.0
2015,10,13,massa,0.0
2015,11,13,massa,0.0
2015,12,13,massa,0.0
2015,13,13,massa,0.0
2015,14,13,massa,0.05
2015,15,13,massa,0.05
2015,16,13,massa,0.05
2015,17,13,massa,0.05
2015,18,13,massa,0.05
2015,19,13,massa,0.05
2016,1,13,massa,0.05
2016,2,13,massa,0.05
2016,3,13,massa,0.05
2016,4,13,massa,0.05
2016,5,13,massa,0.05
2016,6,13,massa,0.05
2016,7,13,massa,0.05
2016,8,13,massa,0.05
2016,9,13,massa,0.05
2016,10,13,massa,0.05
2016,11,13,massa,0.05
2016,12,13,massa,0.05
2016,13,13,massa,0.1
2016,14,13,massa,0.1
2016,15,13,massa,0.05
2016,16,13,massa,0.05
2016,17,13,massa,0.05
2016,18,13,massa,0.05
2016,19,13,massa,0.05
2016,20,13,massa,0.05
2016,21,13,massa,0.05
2017,1,13,massa,0.05
2017,2,13,massa,0.05
2017,3,13,massa,0.05
2017,4,13,massa,0.05
2017,5,13,massa,0.05
2017,6,13,massa,0.05
2017,7,13,massa,0.05
2017,8,13,massa,0.05
2017,9,13,massa,0.1
2017,10,13,massa,0.1
2017,12,13,massa,0.1
2017,13,13,massa,0.05
2017,14,13,massa,0.05
2017,15,13,massa,0.05
2017,16,13,massa,0.05
2017,17,13,massa,0.05
2017,18,13,massa,0.05
2017,19,13,massa,0.05
2017,20,13,massa,0.05
2010,1,15,trulli,
2010,2,15,trulli,0.0
2010,3,15,trulli,0.0
2010,4,15,trulli,0.0
2010,5,15,trulli,0.25
2010,6,15,trulli,0.2
2010,7,15,trulli,0.16666666666666666
2010,8,15,trulli,0.2857142857142857
2010,9,15,trulli,0.375
2010,10,15,trulli,0.3333333333333333
2010,11,15,trulli,0.3
2010,12,15,trulli,0.2727272727272727
2010,13,15,trulli,0.25
2010,14,15,trulli,0.23076923076923078
2010,15,15,trulli,0.2857142857142857
2010,16,15,trulli,0.3333333333333333
2010,17,15,trulli,0.3125
2010,18,15,trulli,0.35294117647058826
2010,19,15,trulli,0.3333333333333333
2011,1,15,trulli,0.3157894736842105
2011,2,15,trulli,0.3
2011,3,15,trulli,0.35
2011,4,15,trulli,0.35
2011,5,15,trulli,0.35
2011,6,15,trulli,0.3
2011,7,15,trulli,0.3
2011,8,15,trulli,0.3
2011,9,15,trulli,0.25
2011,11,15,trulli,0.25
2011,12,15,trulli,0.3
2011,13,15,trulli,0.3
2011,14,15,trulli,0.3
2011,15,15,trulli,0.35
2011,16,15,trulli,0.35
2011,17,15,trulli,0.3
2011,18,15,trulli,0.25
2011,19,15,trulli,0.25
2010,1,16,sutil,
2010,2,16,sutil,0.0
2010,3,16,sutil,0.5
2010,4,16,sutil,0.3333333333333333
2010,5,16,sutil,0.25
2010,6,16,sutil,0.2
2010,7,16,sutil,0.16666666666666666
2010,8,16,sutil,0.14285714285714285
2010,9,16,sutil,0.125
2010,10,16,sutil,0.1111111111111111
2010,11,16,sutil,0.1
2010,12,16,sutil,0.09090909090909091
2010,13,16,sutil,0.08333333333333333
2010,14,16,sutil,0.07692307692307693
2010,15,16,sutil,0.07142857142857142
2010,16,16,sutil,0.06666666666666667
2010,17,16,sutil,0.125
2010,18,16,sutil,0.11764705882352941
2010,19,16,sutil,0.1111111111111111
2011,1,16,sutil,0.10526315789473684
2011,2,16,sutil,0.1
2011,3,16,sutil,0.1
2011,4,16,sutil,0.05
2011,5,16,sutil,0.05
2011,6,16,sutil,0.05
2011,7,16,sutil,0.05
2011,8,16,sutil,0.05
2011,9,16,sutil,0.05
2011,10,16,sutil,0.05
2011,11,16,sutil,0.05
2011,12,16,sutil,0.05
2011,13,16,sutil,0.05
2011,14,16,sutil,0.1
2011,15,16,sutil,0.1
2011,16,16,sutil,0.1
2011,17,16,sutil,0.1
2011,18,16,sutil,0.05
2011,19,16,sutil,0.05
2013,1,16,sutil,0.05
2013,2,16,sutil,0.05
2013,3,16,sutil,0.1
2013,4,16,sutil,0.1
2013,5,16,sutil,0.1
2013,6,16,sutil,0.1
2013,7,16,sutil,0.1
2013,8,16,sutil,0.1
2013,9,16,sutil,0.1
2013,10,16,sutil,0.1
2013,11,16,sutil,0.15
2013,12,16,sutil,0.15
2013,13,16,sutil,0.15
2013,14,16,sutil,0.15
2013,15,16,sutil,0.1
2013,16,16,sutil,0.1
2013,17,16,sutil,0.1
2013,18,16,sutil,0.1
2013,19,16,sutil,0.1
2014,1,16,sutil,0.1
2014,2,16,sutil,0.1
2014,3,16,sutil,0.15
2014,4,16,sutil,0.1
2014,5,16,sutil,0.15
2014,6,16,sutil,0.15
2014,7,16,sutil,0.15
2014,8,16,sutil,0.15
2014,9,16,sutil,0.15
2014,10,16,sutil,0.15
2014,11,16,sutil,0.2
2014,12,16,sutil,0.15
2014,13,16,sutil,0.15
2014,14,16,sutil,0.15
2014,15,16,sutil,0.2
2014,16,16,sutil,0.2
2014,17,16,sutil,0.2
2014,18,16,sutil,0.2
2014,19,16,sutil,0.2
2010,1,17,webber,
2010,2,17,webber,0.0
2010,3,17,webber,0.0
2010,4,17,webber,0.0
2010,5,17,webber,0.0
2010,6,17,webber,0.0
2010,7,17,webber,0.0
2010,8,17,webber,0.0
2010,9,17,webber,0.0
2010,10,17,webber,0.0
2010,11,17,webber,0.0
2010,12,17,webber,0.0
2010,13,17,webber,0.0
2010,14,17,webber,0.0
2010,15,17,webber,0.0
2010,16,17,webber,0.0
2010,17,17,webber,0.0
2010,18,17,webber,0.0
2010,19,17,webber,0.0
2011,1,17,webber,0.0
2011,2,17,webber,0.0
2011,3,17,webber,0.0
2011,4,17,webber,0.0
2011,5,17,webber,0.0
2011,6,17,webber,0.0
2011,7,17,webber,0.0
2011,8,17,webber,0.0
2011,9,17,webber,0.0
2011,10,17,webber,0.0
2011,11,17,webber,0.0
2011,12,17,webber,0.0
2011,13,17,webber,0.0
2011,14,17,webber,0.0
2011,15,17,webber,0.0
2011,16,17,webber,0.0
2011,17,17,webber,0.0
2011,18,17,webber,0.0
2011,19,17,webber,0.0
2012,1,17,webber,0.0
2012,2,17,webber,0.0
2012,3,17,webber,0.0
2012,4,17,webber,0.0
2012,5,17,webber,0.0
2012,6,17,webber,0.0
2012,7,17,webber,0.0
2012,8,17,webber,0.0
2012,9,17,webber,0.0
2012,10,17,webber,0.0
2012,11,17,webber,0.0
2012,12,17,webber,0.0
2012,13,17,webber,0.0
2012,14,17,webber,0.0
2012,15,17,webber,0.0
2012,16,17,webber,0.0
2012,17,17,webber,0.0
2012,18,17,webber,0.0
2012,19,17,webber,0.0
2012,20,17,webber,0.0
2013,1,17,webber,0.0
2013,2,17,webber,0.0
2013,3,17,webber,0.0
2013,4,17,webber,0.05
2013,5,17,webber,0.05
2013,6,17,webber,0.05
2013,7,17,webber,0.05
2013,8,17,webber,0.05
2013,9,17,webber,0.05
2013,10,17,webber,0.05
2013,11,17,webber,0.05
2013,12,17,webber,0.05
2013,13,17,webber,0.05
2013,14,17,webber,0.05
2013,15,17,webber,0.05
2013,16,17,webber,0.05
2013,17,17,webber,0.05
2013,18,17,webber,0.05
2013,19,17,webber,0.05
2010,1,18,button,
2010,2,18,button,0.0
2010,3,18,button,0.0
2010,4,18,button,0.0
2010,5,18,button,0.0
2010,6,18,button,0.0
2010,7,18,button,0.0
2010,8,18,button,0.0
2010,9,18,button,0.0
2010,10,18,button,0.0
2010,11,18,button,0.0
2010,12,18,button,0.0
2010,13,18,button,0.0
2010,14,18,button,0.0
2010,15,18,button,0.0
2010,16,18,button,0.0
2010,17,18,button,0.0
2010,18,18,button,0.0
2010,19,18,button,0.0
2011,1,18,button,0.0
2011,2,18,button,0.0
2011,3,18,button,0.0
2011,4,18,button,0.0
2011,5,18,button,0.0
2011,6,18,button,0.0
2011,7,18,button,0.0
2011,8,18,button,0.0
2011,9,18,button,0.0
2011,10,18,button,0.05
2011,11,18,button,0.1
2011,12,18,button,0.1
2011,13,18,button,0.1
2011,14,18,button,0.1
2011,15,18,button,0.1
2011,16,18,button,0.1
2011,17,18,button,0.1
2011,18,18,button,0.1
2011,19,18,button,0.1
2012,1,18,button,0.1
2012,2,18,button,0.1
2012,3,18,button,0.1
2012,4,18,button,0.1
2012,5,18,button,0.1
2012,6,18,button,0.1
2012,7,18,button,0.1
2012,8,18,button,0.1
2012,9,18,button,0.1
2012,10,18,button,0.1
2012,11,18,button,0.05
2012,12,18,button,0.0
2012,13,18,button,0.0
2012,14,18,button,0.05
2012,15,18,button,0.05
2012,16,18,button,0.05
2012,17,18,button,0.05
2012,18,18,button,0.05
2012,19,18,button,0.05
2012,20,18,button,0.05
2013,1,18,button,0.05
2013,2,18,button,0.05
2013,3,18,button,0.05
2013,4,18,button,0.05
2013,5,18,button,0.05
2013,6,18,button,0.05
2013,7,18,button,0.05
2013,8,18,button,0.05
2013,9,18,button,0.05
2013,10,18,button,0.05
2013,11,18,button,0.05
2013,12,18,button,0.05
2013,13,18,button,0.05
2013,14,18,button,0.0
2013,15,18,button,0.0
2013,16,18,button,0.0
2013,17,18,button,0.0
2013,18,18,button,0.0
2013,19,18,button,0.0
2014,1,18,button,0.0
2014,2,18,button,0.0
2014,3,18,button,0.0
2014,4,18,button,0.0
2014,5,18,button,0.0
2014,6,18,button,0.0
2014,7,18,button,0.0
2014,8,18,button,0.0
2014,9,18,button,0.0
2014,10,18,button,0.0
2014,11,18,button,0.0
2014,12,18,button,0.0
2014,13,18,button,0.0
2014,14,18,button,0.0
2014,15,18,button,0.0
2014,16,18,button,0.0
2014,17,18,button,0.0
2014,18,18,button,0.0
2014,19,18,button,0.0
2015,1,18,button,0.0
2015,2,18,button,0.0
2015,3,18,button,0.05
2015,4,18,button,0.05
2015,5,18,button,0.05
2015,6,18,button,0.05
2015,7,18,button,0.05
2015,8,18,button,0.05
2015,9,18,button,0.05
2015,10,18,button,0.05
2015,11,18,button,0.05
2015,12,18,button,0.05
2015,13,18,button,0.05
2015,14,18,button,0.1
2015,15,18,button,0.1
2015,16,18,button,0.1
2015,17,18,button,0.1
2015,18,18,button,0.1
2015,19,18,button,0.1
2016,1,18,button,0.1
2016,2,18,button,0.1
2016,3,18,button,0.15
2016,4,18,button,0.1
2016,5,18,button,0.1
2016,6,18,button,0.1
2016,7,18,button,0.1
2016,8,18,button,0.15
2016,9,18,button,0.15
2016,10,18,button,0.15
2016,11,18,button,0.15
2016,12,18,button,0.2
2016,13,18,button,0.2
2016,14,18,button,0.2
2016,15,18,button,0.15
2016,16,18,button,0.2
2016,17,18,button,0.2
2016,18,18,button,0.2
2016,19,18,button,0.2
2016,20,18,button,0.2
2016,21,18,button,0.2
2017,6,18,button,0.25
2010,1,20,vettel,
2010,2,20,vettel,0.0
2010,3,20,vettel,0.5
2010,4,20,vettel,0.3333333333333333
2010,5,20,vettel,0.25
2010,6,20,vettel,0.2
2010,7,20,vettel,0.16666666666666666
2010,8,20,vettel,0.14285714285714285
2010,9,20,vettel,0.125
2010,10,20,vettel,0.1111111111111111
2010,11,20,vettel,0.1
2010,12,20,vettel,0.09090909090909091
2010,13,20,vettel,0.08333333333333333
2010,14,20,vettel,0.07692307692307693
2010,15,20,vettel,0.07142857142857142
2010,16,20,vettel,0.06666666666666667
2010,17,20,vettel,0.0625
2010,18,20,vettel,0.11764705882352941
2010,19,20,vettel,0.1111111111111111
2011,1,20,vettel,0.10526315789473684
2011,2,20,vettel,0.1
2011,3,20,vettel,0.1
2011,4,20,vettel,0.05
2011,5,20,vettel,0.05
2011,6,20,vettel,0.05
2011,7,20,vettel,0.05
2011,8,20,vettel,0.05
2011,9,20,vettel,0.05
2011,10,20,vettel,0.05
2011,11,20,vettel,0.05
2011,12,20,vettel,0.05
2011,13,20,vettel,0.05
2011,14,20,vettel,0.05
2011,15,20,vettel,0.05
2011,16,20,vettel,0.05
2011,17,20,vettel,0.05
2011,18,20,vettel,0.05
2011,19,20,vettel,0.0
2012,1,20,vettel,0.0
2012,2,20,vettel,0.0
2012,3,20,vettel,0.0
2012,4,20,vettel,0.0
2012,5,20,vettel,0.0
2012,6,20,vettel,0.0
2012,7,20,vettel,0.0
2012,8,20,vettel,0.0
2012,9,20,vettel,0.05
2012,10,20,vettel,0.05
2012,11,20,vettel,0.05
2012,12,20,vettel,0.05
2012,13,20,vettel,0.05
2012,14,20,vettel,0.05
2012,15,20,vettel,0.05
2012,16,20,vettel,0.05
2012,17,20,vettel,0.05
2012,18,20,vettel,0.05
2012,19,20,vettel,0.05
2012,20,20,vettel,0.05
2013,1,20,vettel,0.05
2013,2,20,vettel,0.05
2013,3,20,vettel,0.05
2013,4,20,vettel,0.05
2013,5,20,vettel,0.05
2013,6,20,vettel,0.05
2013,7,20,vettel,0.05
2013,8,20,vettel,0.05
2013,9,20,vettel,0.05
2013,10,20,vettel,0.05
2013,11,20,vettel,0.05
2013,12,20,vettel,0.05
2013,13,20,vettel,0.05
2013,14,20,vettel,0.05
2013,15,20,vettel,0.05
2013,16,20,vettel,0.05
2013,17,20,vettel,0.05
2013,18,20,vettel,0.05
2013,19,20,vettel,0.05
2014,1,20,vettel,0.05
2014,2,20,vettel,0.05
2014,3,20,vettel,0.05
2014,4,20,vettel,0.05
2014,5,20,vettel,0.05
2014,6,20,vettel,0.05
2014,7,20,vettel,0.1
2014,8,20,vettel,0.1
2014,9,20,vettel,0.15
2014,10,20,vettel,0.1
2014,11,20,vettel,0.1
2014,12,20,vettel,0.1
2014,13,20,vettel,0.1
2014,14,20,vettel,0.1
2014,15,20,vettel,0.1
2014,16,20,vettel,0.1
2014,17,20,vettel,0.1
2014,18,20,vettel,0.1
2014,19,20,vettel,0.1
2015,1,20,vettel,0.1
2015,2,20,vettel,0.1
2015,3,20,vettel,0.1
2015,4,20,vettel,0.1
2015,5,20,vettel,0.1
2015,6,20,vettel,0.1
2015,7,20,vettel,0.1
2015,8,20,vettel,0.05
2015,9,20,vettel,0.05
2015,10,20,vettel,0.0
2015,11,20,vettel,0.0
2015,12,20,vettel,0.0
2015,13,20,vettel,0.0
2015,14,20,vettel,0.0
2015,15,20,vettel,0.0
2015,16,20,vettel,0.0
2015,17,20,vettel,0.0
2015,18,20,vettel,0.0
2015,19,20,vettel,0.0
2016,1,20,vettel,0.0
2016,2,20,vettel,0.0
2016,3,20,vettel,0.0
2016,4,20,vettel,0.0
2016,5,20,vettel,0.0
2016,6,20,vettel,0.0
2016,7,20,vettel,0.0
2016,8,20,vettel,0.0
2016,9,20,vettel,0.0
2016,10,20,vettel,0.05
2016,11,20,vettel,0.05
2016,12,20,vettel,0.05
2016,13,20,vettel,0.05
2016,14,20,vettel,0.05
2016,15,20,vettel,0.05
2016,16,20,vettel,0.05
2016,17,20,vettel,0.05
2016,18,20,vettel,0.05
2016,19,20,vettel,0.05
2016,20,20,vettel,0.05
2016,21,20,vettel,0.05
2017,1,20,vettel,0.05
2017,2,20,vettel,0.05
2017,3,20,vettel,0.05
2017,4,20,vettel,0.05
2017,5,20,vettel,0.05
2017,6,20,vettel,0.05
2017,7,20,vettel,0.05
2017,8,20,vettel,0.05
2017,9,20,vettel,0.0
2017,10,20,vettel,0.0
2017,11,20,vettel,0.0
2017,12,20,vettel,0.0
2017,13,20,vettel,0.0
2017,14,20,vettel,0.0
2017,15,20,vettel,0.0
2017,16,20,vettel,0.0
2017,17,20,vettel,0.0
2017,18,20,vettel,0.0
2017,19,20,vettel,0.0
2017,20,20,vettel,0.0
2018,1,20,vettel,0.0
2018,2,20,vettel,0.0
2018,3,20,vettel,0.0
2018,4,20,vettel,0.0
2018,5,20,vettel,0.0
2018,6,20,vettel,0.0
2018,7,20,vettel,0.0
2018,8,20,vettel,0.0
2018,9,20,vettel,0.0
2018,10,20,vettel,0.0
2018,11,20,vettel,0.0
2018,12,20,vettel,0.0
2018,13,20,vettel,0.0
2018,14,20,vettel,0.0
2018,15,20,vettel,0.0
2018,16,20,vettel,0.0
2018,17,20,vettel,0.0
2018,18,20,vettel,0.0
2018,19,20,vettel,0.0
2018,20,20,vettel,0.0
2018,21,20,vettel,0.0
2019,1,20,vettel,0.0
2019,2,20,vettel,0.0
2019,3,20,vettel,0.0
2019,4,20,vettel,0.0
2019,5,20,vettel,0.0
2019,6,20,vettel,0.0
2019,7,20,vettel,0.0
2019,8,20,vettel,0.0
2019,9,20,vettel,0.0
2019,10,20,vettel,0.0
2019,11,20,vettel,0.0
2019,12,20,vettel,0.0
2019,13,20,vettel,0.0
2019,14,20,vettel,0.0
2019,15,20,vettel,0.0
2019,16,20,vettel,0.0
2019,17,20,vettel,0.05
2019,18,20,vettel,0.05
2019,19,20,vettel,0.05
2019,20,20,vettel,0.1
2019,21,20,vettel,0.1
2020,1,20,vettel,0.1
2020,2,20,vettel,0.1
2020,3,20,vettel,0.1
2020,4,20,vettel,0.1
2020,5,20,vettel,0.1
2020,6,20,vettel,0.1
2020,7,20,vettel,0.1
2020,8,20,vettel,0.1
2020,9,20,vettel,0.15
2020,10,20,vettel,0.15
2020,11,20,vettel,0.15
2020,12,20,vettel,0.15
2020,13,20,vettel,0.15
2020,14,20,vettel,0.15
2020,15,20,vettel,0.15
2020,16,20,vettel,0.1
2020,17,20,vettel,0.1
2021,1,20,vettel,0.1
2021,2,20,vettel,0.05
2021,3,20,vettel,0.05
2021,4,20,vettel,0.05
2021,5,20,vettel,0.05
2021,6,20,vettel,0.05
2021,7,20,vettel,0.05
2021,8,20,vettel,0.05
2021,9,20,vettel,0.05
2021,10,20,vettel,0.05
2021,11,20,vettel,0.05
2021,12,20,vettel,0.0
2021,13,20,vettel,0.0
2021,14,20,vettel,0.0
2021,15,20,vettel,0.0
2021,16,20,vettel,0.0
2021,17,20,vettel,0.0
2021,18,20,vettel,0.0
2021,19,20,vettel,0.0
2021,20,20,vettel,0.0
2021,21,20,vettel,0.0
2021,22,20,vettel,0.0
2022,3,20,vettel,0.0
2022,4,20,vettel,0.0
2022,5,20,vettel,0.0
2022,6,20,vettel,0.0
2022,7,20,vettel,0.0
2022,8,20,vettel,0.0
2022,9,20,vettel,0.0
2022,10,20,vettel,0.0
2022,11,20,vettel,0.0
