config,holdout,delta,status
G_plus_clf,13.333333333333334,0.7083333333333339,BETTER
G_lgb20,12.833333333333334,0.20833333333333393,BETTER
G_lgb_ranker_swap,12.833333333333334,0.20833333333333393,BETTER
G_xgb8,12.791666666666666,0.16666666666666607,BETTER
G_lgb25,12.75,0.125,BETTER
G_lgb05,12.75,0.125,BETTER
G_orig,12.625,0.0,SAME
G_lgb15,12.375,-0.25,WORSE
G_no_lgbm,12.375,-0.25,WORSE
G_lgb30,12.291666666666666,-0.3333333333333339,WORSE
