feature,description,rf_reg_baseline,rf_reg_with,rf_reg_delta,lgb_reg_baseline,lgb_reg_with,lgb_reg_delta,rf_clf_baseline,rf_clf_with,rf_clf_delta,xgb_clf_baseline,xgb_clf_with,xgb_clf_delta,avg_reg_delta,avg_clf_delta,avg_all_delta,accepted,reason
blue_flag_vulnerability,"q_gap_pct / 100 × race_laps: expected laps deficit vs leader at race end. ≥1.0 = driver likely to be lapped, causing 1.5–3s time losses. Captures pace-gap × circuit-length interaction.",3.958,3.958,0.0,5.375,4.958,-0.417,13.042,12.083,-0.958,11.333,11.417,0.083,-0.208,-0.438,-0.323,False,"REJECT — avg_reg=-0.208, avg_clf=-0.438, avg_all=-0.323"
