model,year,round,race_name,driver_id,p10_prob,is_actual_p10
rf_clf,2025,7,Emilia Romagna Grand Prix,alonso,0.07567828969379506,0
rf_clf,2025,7,Emilia Romagna Grand Prix,hulkenberg,0.04257182838998809,0
rf_clf,2025,7,Emilia Romagna Grand Prix,gasly,0.08013232731180023,0
rf_clf,2025,7,Emilia Romagna Grand Prix,lawson,0.06570271195991197,0
rf_clf,2025,7,Emilia Romagna Grand Prix,stroll,0.08274579092200536,0
rf_clf,2025,7,Emilia Romagna Grand Prix,colapinto,0.06165286256848862,0
rf_clf,2025,7,Emilia Romagna Grand Prix,bearman,0.05661012947693659,0
rf_clf,2025,7,Emilia Romagna Grand Prix,bortoleto,0.05640466840612316,0
rf_clf,2025,7,Emilia Romagna Grand Prix,antonelli,0.06298815788388862,0
rf_clf,2025,7,Emilia Romagna Grand Prix,ocon,0.06124342418801534,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,max_verstappen,0.029928684794314892,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,norris,0.035623190539588484,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,piastri,0.027894492455247683,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,hamilton,0.04464120407969122,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,albon,0.052559575052810115,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,leclerc,0.04085528364305725,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,russell,0.034963116129816806,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,sainz,0.037307228634896265,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,hadjar,0.09903934410068217,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,tsunoda,0.06290092764200714,1
xgb_clf,2025,7,Emilia Romagna Grand Prix,alonso,0.10355095502537229,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,hulkenberg,0.033974052194255255,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,gasly,0.05233319458596349,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,lawson,0.04997168168642805,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,stroll,0.05435674762175269,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,colapinto,0.0480583290004578,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,bearman,0.04980841150251068,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,bortoleto,0.043164281373059284,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,antonelli,0.045189752721895945,0
xgb_clf,2025,7,Emilia Romagna Grand Prix,ocon,0.0855039247537103,0
rf_clf,2025,8,Monaco Grand Prix,norris,0.0,0
rf_clf,2025,8,Monaco Grand Prix,leclerc,0.0031998906031548827,0
rf_clf,2025,8,Monaco Grand Prix,piastri,0.0,0
rf_clf,2025,8,Monaco Grand Prix,max_verstappen,0.0067949616185851896,0
rf_clf,2025,8,Monaco Grand Prix,hamilton,0.009702431724148494,0
rf_clf,2025,8,Monaco Grand Prix,hadjar,0.07620021790753242,0
rf_clf,2025,8,Monaco Grand Prix,ocon,0.12778130428524986,0
rf_clf,2025,8,Monaco Grand Prix,lawson,0.09431230686944661,0
rf_clf,2025,8,Monaco Grand Prix,albon,0.09114891314011611,0
rf_clf,2025,8,Monaco Grand Prix,sainz,0.09365375837713849,1
rf_clf,2025,8,Monaco Grand Prix,russell,0.04901493776450398,0
rf_clf,2025,8,Monaco Grand Prix,bearman,0.0641393632747796,0
rf_clf,2025,8,Monaco Grand Prix,colapinto,0.0257387222613867,0
rf_clf,2025,8,Monaco Grand Prix,bortoleto,0.02975903913242025,0
rf_clf,2025,8,Monaco Grand Prix,stroll,0.05192318717830894,0
rf_clf,2025,8,Monaco Grand Prix,hulkenberg,0.0730352375616776,0
rf_clf,2025,8,Monaco Grand Prix,tsunoda,0.09294239214500259,0
rf_clf,2025,8,Monaco Grand Prix,antonelli,0.08994582880459631,0
rf_clf,2025,8,Monaco Grand Prix,alonso,0.07564944126651744,0
rf_clf,2025,8,Monaco Grand Prix,gasly,0.05397786339655196,0
xgb_clf,2025,8,Monaco Grand Prix,norris,0.027289727300452666,0
xgb_clf,2025,8,Monaco Grand Prix,leclerc,0.03430440619209243,0
xgb_clf,2025,8,Monaco Grand Prix,piastri,0.03561845371865867,0
xgb_clf,2025,8,Monaco Grand Prix,max_verstappen,0.03707435776862194,0
xgb_clf,2025,8,Monaco Grand Prix,hamilton,0.030281858265006078,0
xgb_clf,2025,8,Monaco Grand Prix,hadjar,0.07345448502493031,0
xgb_clf,2025,8,Monaco Grand Prix,ocon,0.05532507822484913,0
xgb_clf,2025,8,Monaco Grand Prix,lawson,0.051965688560909176,0
xgb_clf,2025,8,Monaco Grand Prix,albon,0.07005663434089135,0
xgb_clf,2025,8,Monaco Grand Prix,sainz,0.047926226160555085,1
xgb_clf,2025,8,Monaco Grand Prix,russell,0.04557699929217017,0
xgb_clf,2025,8,Monaco Grand Prix,bearman,0.043383108161664595,0
xgb_clf,2025,8,Monaco Grand Prix,colapinto,0.04030984872554207,0
xgb_clf,2025,8,Monaco Grand Prix,bortoleto,0.03919940371053539,0
xgb_clf,2025,8,Monaco Grand Prix,stroll,0.04840597827256701,0
xgb_clf,2025,8,Monaco Grand Prix,hulkenberg,0.038689943476722714,0
xgb_clf,2025,8,Monaco Grand Prix,tsunoda,0.063886168360429,0
xgb_clf,2025,8,Monaco Grand Prix,antonelli,0.05345285907142451,0
xgb_clf,2025,8,Monaco Grand Prix,alonso,0.060215303024853305,0
xgb_clf,2025,8,Monaco Grand Prix,gasly,0.03842551758983757,0
rf_clf,2025,9,Spanish Grand Prix,piastri,0.0,0
rf_clf,2025,9,Spanish Grand Prix,norris,0.0,0
rf_clf,2025,9,Spanish Grand Prix,leclerc,0.02834323417979624,0
rf_clf,2025,9,Spanish Grand Prix,russell,0.0021635720151936557,0
rf_clf,2025,9,Spanish Grand Prix,hulkenberg,0.055349594012020886,0
rf_clf,2025,9,Spanish Grand Prix,hamilton,0.01652993012237066,0
rf_clf,2025,9,Spanish Grand Prix,hadjar,0.1078441102008254,0
rf_clf,2025,9,Spanish Grand Prix,gasly,0.08079437987242143,0
rf_clf,2025,9,Spanish Grand Prix,alonso,0.0938925763249167,0
rf_clf,2025,9,Spanish Grand Prix,max_verstappen,0.0022090879376089056,1
rf_clf,2025,9,Spanish Grand Prix,lawson,0.09201384398513635,0
rf_clf,2025,9,Spanish Grand Prix,bortoleto,0.07384292197837361,0
