cv_year,train_start,train_end,round,stage,model,picked,actual_pos,fantasy_pts
2021,2017,2020,1,EARLY,ridge,gasly,17,4
2021,2017,2020,1,EARLY,rf_reg,gasly,17,4
2021,2017,2020,1,EARLY,rf_clf,stroll,10,25
2021,2017,2020,1,EARLY,xgb_reg,gasly,17,4
2021,2017,2020,1,EARLY,xgb_clf,stroll,10,25
2021,2017,2020,1,EARLY,xgb_ranker,perez,5,8
2021,2017,2020,1,EARLY,lgb_reg,perez,5,8
2021,2017,2020,1,EARLY,lgbm_ranker,alonso,19,1
2021,2017,2020,1,EARLY,ensemble,stroll,10,25
2021,2017,2020,2,EARLY,ridge,ricciardo,6,10
2021,2017,2020,2,EARLY,rf_reg,stroll,8,15
2021,2017,2020,2,EARLY,rf_clf,stroll,8,15
2021,2017,2020,2,EARLY,xgb_reg,norris,3,4
2021,2017,2020,2,EARLY,xgb_clf,alonso,10,25
2021,2017,2020,2,EARLY,xgb_ranker,tsunoda,12,15
2021,2017,2020,2,EARLY,lgb_reg,gasly,7,12
2021,2017,2020,2,EARLY,lgbm_ranker,giovinazzi,14,10
2021,2017,2020,2,EARLY,ensemble,stroll,8,15
2021,2017,2020,3,EARLY,ridge,gasly,10,25
2021,2017,2020,3,EARLY,rf_reg,leclerc,6,10
2021,2017,2020,3,EARLY,rf_clf,tsunoda,15,8
2021,2017,2020,3,EARLY,xgb_reg,stroll,14,10
2021,2017,2020,3,EARLY,xgb_clf,vettel,13,12
2021,2017,2020,3,EARLY,xgb_ranker,alonso,8,15
2021,2017,2020,3,EARLY,lgb_reg,stroll,14,10
2021,2017,2020,3,EARLY,lgbm_ranker,alonso,8,15
2021,2017,2020,3,EARLY,ensemble,alonso,8,15
2021,2017,2020,4,EARLY,ridge,alonso,17,4
2021,2017,2020,4,EARLY,rf_reg,alonso,17,4
2021,2017,2020,4,EARLY,rf_clf,stroll,11,18
2021,2017,2020,4,EARLY,xgb_reg,gasly,10,25
2021,2017,2020,4,EARLY,xgb_clf,giovinazzi,15,8
2021,2017,2020,4,EARLY,xgb_ranker,giovinazzi,15,8
2021,2017,2020,4,EARLY,lgb_reg,norris,8,15
2021,2017,2020,4,EARLY,lgbm_ranker,tsunoda,20,0
2021,2017,2020,4,EARLY,ensemble,alonso,17,4
2021,2017,2020,5,EARLY,ridge,gasly,6,10
2021,2017,2020,5,EARLY,rf_reg,ricciardo,12,15
2021,2017,2020,5,EARLY,rf_clf,stroll,8,15
2021,2017,2020,5,EARLY,xgb_reg,vettel,5,8
2021,2017,2020,5,EARLY,xgb_clf,ricciardo,12,15
2021,2017,2020,5,EARLY,xgb_ranker,stroll,8,15
2021,2017,2020,5,EARLY,lgb_reg,perez,4,6
2021,2017,2020,5,EARLY,lgbm_ranker,tsunoda,16,6
2021,2017,2020,5,EARLY,ensemble,stroll,8,15
2021,2017,2020,6,MID,ridge,tsunoda,7,12
2021,2017,2020,6,MID,rf_reg,alonso,6,10
2021,2017,2020,6,MID,rf_clf,stroll,19,1
2021,2017,2020,6,MID,xgb_reg,ricciardo,9,18
2021,2017,2020,6,MID,xgb_clf,stroll,19,1
2021,2017,2020,6,MID,xgb_ranker,mazepin,14,10
2021,2017,2020,6,MID,lgb_reg,vettel,2,2
2021,2017,2020,6,MID,lgbm_ranker,mazepin,14,10
2021,2017,2020,6,MID,ensemble,vettel,2,2
2021,2017,2020,7,MID,ridge,ocon,14,10
2021,2017,2020,7,MID,rf_reg,norris,5,8
2021,2017,2020,7,MID,rf_clf,ocon,14,10
2021,2017,2020,7,MID,xgb_reg,ocon,14,10
2021,2017,2020,7,MID,xgb_clf,ocon,14,10
2021,2017,2020,7,MID,xgb_ranker,tsunoda,13,12
2021,2017,2020,7,MID,lgb_reg,ocon,14,10
2021,2017,2020,7,MID,lgbm_ranker,tsunoda,13,12
2021,2017,2020,7,MID,ensemble,ricciardo,6,10
2021,2017,2020,8,MID,ridge,alonso,9,18
2021,2017,2020,8,MID,rf_reg,sainz,6,10
2021,2017,2020,8,MID,rf_clf,giovinazzi,15,8
2021,2017,2020,8,MID,xgb_reg,ocon,14,10
2021,2017,2020,8,MID,xgb_clf,tsunoda,10,25
2021,2017,2020,8,MID,xgb_ranker,tsunoda,10,25
2021,2017,2020,8,MID,lgb_reg,stroll,8,15
2021,2017,2020,8,MID,lgbm_ranker,mazepin,18,2
2021,2017,2020,8,MID,ensemble,tsunoda,10,25
2021,2017,2020,9,MID,ridge,tsunoda,12,15
2021,2017,2020,9,MID,rf_reg,stroll,13,12
2021,2017,2020,9,MID,rf_clf,alonso,10,25
2021,2017,2020,9,MID,xgb_reg,sainz,5,8
2021,2017,2020,9,MID,xgb_clf,giovinazzi,14,10
2021,2017,2020,9,MID,xgb_ranker,giovinazzi,14,10
2021,2017,2020,9,MID,lgb_reg,leclerc,8,15
2021,2017,2020,9,MID,lgbm_ranker,ocon,20,0
2021,2017,2020,9,MID,ensemble,stroll,13,12
2021,2017,2020,10,MID,ridge,vettel,19,1
2021,2017,2020,10,MID,rf_reg,vettel,19,1
2021,2017,2020,10,MID,rf_clf,stroll,8,15
2021,2017,2020,10,MID,xgb_reg,ocon,9,18
2021,2017,2020,10,MID,xgb_clf,stroll,8,15
2021,2017,2020,10,MID,xgb_ranker,stroll,8,15
2021,2017,2020,10,MID,lgb_reg,ocon,9,18
2021,2017,2020,10,MID,lgbm_ranker,alonso,7,12
2021,2017,2020,10,MID,ensemble,vettel,19,1
2021,2017,2020,11,MID,ridge,alonso,4,6
2021,2017,2020,11,MID,rf_reg,alonso,4,6
2021,2017,2020,11,MID,rf_clf,stroll,19,1
2021,2017,2020,11,MID,xgb_reg,vettel,20,0
2021,2017,2020,11,MID,xgb_clf,giovinazzi,13,12
2021,2017,2020,11,MID,xgb_ranker,giovinazzi,13,12
2021,2017,2020,11,MID,lgb_reg,sainz,3,4
2021,2017,2020,11,MID,lgbm_ranker,giovinazzi,13,12
2021,2017,2020,11,MID,ensemble,vettel,20,0
2021,2017,2020,12,MID,ridge,russell,2,2
2021,2017,2020,12,MID,rf_reg,leclerc,8,15
2021,2017,2020,12,MID,rf_clf,stroll,20,0
2021,2017,2020,12,MID,xgb_reg,leclerc,8,15
2021,2017,2020,12,MID,xgb_clf,stroll,20,0
2021,2017,2020,12,MID,xgb_ranker,stroll,20,0
2021,2017,2020,12,MID,lgb_reg,russell,2,2
2021,2017,2020,12,MID,lgbm_ranker,stroll,20,0
2021,2017,2020,12,MID,ensemble,russell,2,2
2021,2017,2020,13,MID,ridge,norris,10,25
2021,2017,2020,13,MID,rf_reg,perez,8,15
2021,2017,2020,13,MID,rf_clf,tsunoda,19,1
2021,2017,2020,13,MID,xgb_reg,perez,8,15
2021,2017,2020,13,MID,xgb_clf,stroll,12,15
