cv_year,train_start,train_end,round,stage,model,picked,actual_pos,fantasy_pts
2018,2014,2017,17,LATE,xgb_ranker,sainz,10,25
2018,2014,2017,17,LATE,lgb_reg,kevin_magnussen,20,0
2018,2014,2017,17,LATE,lgbm_ranker,ocon,9,18
2018,2014,2017,17,LATE,ensemble,perez,7,12
2018,2014,2017,18,LATE,ridge,grosjean,17,4
2018,2014,2017,18,LATE,rf_reg,perez,8,15
2018,2014,2017,18,LATE,rf_clf,perez,8,15
2018,2014,2017,18,LATE,xgb_reg,leclerc,15,8
2018,2014,2017,18,LATE,xgb_clf,alonso,18,2
2018,2014,2017,18,LATE,xgb_ranker,ocon,19,1
2018,2014,2017,18,LATE,lgb_reg,hulkenberg,6,10
2018,2014,2017,18,LATE,lgbm_ranker,hulkenberg,6,10
2018,2014,2017,18,LATE,ensemble,hulkenberg,6,10
2018,2014,2017,19,LATE,ridge,leclerc,7,12
2018,2014,2017,19,LATE,rf_reg,perez,18,2
2018,2014,2017,19,LATE,rf_clf,perez,18,2
2018,2014,2017,19,LATE,xgb_reg,bottas,5,8
2018,2014,2017,19,LATE,xgb_clf,perez,18,2
2018,2014,2017,19,LATE,xgb_ranker,perez,18,2
2018,2014,2017,19,LATE,lgb_reg,perez,18,2
2018,2014,2017,19,LATE,lgbm_ranker,perez,18,2
2018,2014,2017,19,LATE,ensemble,perez,18,2
2018,2014,2017,20,LATE,ridge,perez,10,25
2018,2014,2017,20,LATE,rf_reg,ericsson,20,0
2018,2014,2017,20,LATE,rf_clf,perez,10,25
2018,2014,2017,20,LATE,xgb_reg,ricciardo,4,6
2018,2014,2017,20,LATE,xgb_clf,alonso,17,4
2018,2014,2017,20,LATE,xgb_ranker,sainz,12,15
2018,2014,2017,20,LATE,lgb_reg,hulkenberg,19,1
2018,2014,2017,20,LATE,lgbm_ranker,perez,10,25
2018,2014,2017,20,LATE,ensemble,perez,10,25
2018,2014,2017,21,LATE,ridge,hulkenberg,20,0
2018,2014,2017,21,LATE,rf_reg,grosjean,9,18
2018,2014,2017,21,LATE,rf_clf,hulkenberg,20,0
2018,2014,2017,21,LATE,xgb_reg,ricciardo,4,6
2018,2014,2017,21,LATE,xgb_clf,sainz,6,10
2018,2014,2017,21,LATE,xgb_ranker,ocon,17,4
2018,2014,2017,21,LATE,lgb_reg,grosjean,9,18
2018,2014,2017,21,LATE,lgbm_ranker,hulkenberg,20,0
2018,2014,2017,21,LATE,ensemble,hulkenberg,20,0
