cv_year,train_start,train_end,round,stage,model,picked,actual_pos,fantasy_pts
2019,2015,2018,1,EARLY,ridge,grosjean,18,2
2019,2015,2018,1,EARLY,rf_reg,hulkenberg,7,12
2019,2015,2018,1,EARLY,rf_clf,hulkenberg,7,12
2019,2015,2018,1,EARLY,xgb_reg,gasly,11,18
2019,2015,2018,1,EARLY,xgb_clf,sainz,20,0
2019,2015,2018,1,EARLY,xgb_ranker,sainz,20,0
2019,2015,2018,1,EARLY,lgb_reg,max_verstappen,3,4
2019,2015,2018,1,EARLY,lgbm_ranker,albon,14,10
2019,2015,2018,1,EARLY,ensemble,sainz,20,0
2019,2015,2018,2,EARLY,ridge,grosjean,20,0
2019,2015,2018,2,EARLY,rf_reg,grosjean,20,0
2019,2015,2018,2,EARLY,rf_clf,norris,6,10
2019,2015,2018,2,EARLY,xgb_reg,gasly,8,15
2019,2015,2018,2,EARLY,xgb_clf,kvyat,12,15
2019,2015,2018,2,EARLY,xgb_ranker,kvyat,12,15
2019,2015,2018,2,EARLY,lgb_reg,max_verstappen,4,6
2019,2015,2018,2,EARLY,lgbm_ranker,albon,9,18
2019,2015,2018,2,EARLY,ensemble,kvyat,12,15
2019,2015,2018,3,EARLY,ridge,hulkenberg,20,0
2019,2015,2018,3,EARLY,rf_reg,ricciardo,7,12
2019,2015,2018,3,EARLY,rf_clf,hulkenberg,20,0
2019,2015,2018,3,EARLY,xgb_reg,sainz,14,10
2019,2015,2018,3,EARLY,xgb_clf,perez,8,15
2019,2015,2018,3,EARLY,xgb_ranker,hulkenberg,20,0
2019,2015,2018,3,EARLY,lgb_reg,kvyat,19,1
2019,2015,2018,3,EARLY,lgbm_ranker,sainz,14,10
2019,2015,2018,3,EARLY,ensemble,hulkenberg,20,0
2019,2015,2018,4,EARLY,ridge,norris,8,15
2019,2015,2018,4,EARLY,rf_reg,perez,6,10
2019,2015,2018,4,EARLY,rf_clf,albon,11,18
2019,2015,2018,4,EARLY,xgb_reg,sainz,7,12
2019,2015,2018,4,EARLY,xgb_clf,hulkenberg,14,10
2019,2015,2018,4,EARLY,xgb_ranker,hulkenberg,14,10
2019,2015,2018,4,EARLY,lgb_reg,hulkenberg,14,10
2019,2015,2018,4,EARLY,lgbm_ranker,hulkenberg,14,10
2019,2015,2018,4,EARLY,ensemble,hulkenberg,14,10
2019,2015,2018,5,EARLY,ridge,grosjean,10,25
2019,2015,2018,5,EARLY,rf_reg,grosjean,10,25
2019,2015,2018,5,EARLY,rf_clf,grosjean,10,25
2019,2015,2018,5,EARLY,xgb_reg,max_verstappen,3,4
2019,2015,2018,5,EARLY,xgb_clf,hulkenberg,13,12
2019,2015,2018,5,EARLY,xgb_ranker,sainz,8,15
2019,2015,2018,5,EARLY,lgb_reg,grosjean,10,25
2019,2015,2018,5,EARLY,lgbm_ranker,sainz,8,15
2019,2015,2018,5,EARLY,ensemble,kevin_magnussen,7,12
2019,2015,2018,6,MID,ridge,ricciardo,9,18
2019,2015,2018,6,MID,rf_reg,ricciardo,9,18
2019,2015,2018,6,MID,rf_clf,norris,11,18
2019,2015,2018,6,MID,xgb_reg,sainz,6,10
2019,2015,2018,6,MID,xgb_clf,raikkonen,17,4
2019,2015,2018,6,MID,xgb_ranker,hulkenberg,13,12
2019,2015,2018,6,MID,lgb_reg,hulkenberg,13,12
2019,2015,2018,6,MID,lgbm_ranker,hulkenberg,13,12
2019,2015,2018,6,MID,ensemble,hulkenberg,13,12
2019,2015,2018,7,MID,ridge,max_verstappen,5,8
2019,2015,2018,7,MID,rf_reg,max_verstappen,5,8
2019,2015,2018,7,MID,rf_clf,norris,20,0
2019,2015,2018,7,MID,xgb_reg,ricciardo,6,10
2019,2015,2018,7,MID,xgb_clf,raikkonen,15,8
2019,2015,2018,7,MID,xgb_ranker,kevin_magnussen,17,4
2019,2015,2018,7,MID,lgb_reg,kevin_magnussen,17,4
2019,2015,2018,7,MID,lgbm_ranker,norris,20,0
2019,2015,2018,7,MID,ensemble,kevin_magnussen,17,4
2019,2015,2018,8,MID,ridge,sainz,6,10
2019,2015,2018,8,MID,rf_reg,max_verstappen,4,6
2019,2015,2018,8,MID,rf_clf,sainz,6,10
2019,2015,2018,8,MID,xgb_reg,gasly,10,25
2019,2015,2018,8,MID,xgb_clf,giovinazzi,16,6
2019,2015,2018,8,MID,xgb_ranker,giovinazzi,16,6
2019,2015,2018,8,MID,lgb_reg,raikkonen,7,12
2019,2015,2018,8,MID,lgbm_ranker,sainz,6,10
2019,2015,2018,8,MID,ensemble,giovinazzi,16,6
2019,2015,2018,9,MID,ridge,norris,6,10
2019,2015,2018,9,MID,rf_reg,norris,6,10
2019,2015,2018,9,MID,rf_clf,giovinazzi,10,25
2019,2015,2018,9,MID,xgb_reg,sainz,8,15
2019,2015,2018,9,MID,xgb_clf,giovinazzi,10,25
2019,2015,2018,9,MID,xgb_ranker,perez,11,18
2019,2015,2018,9,MID,lgb_reg,bottas,3,4
2019,2015,2018,9,MID,lgbm_ranker,giovinazzi,10,25
2019,2015,2018,9,MID,ensemble,giovinazzi,10,25
2019,2015,2018,10,MID,ridge,norris,11,18
2019,2015,2018,10,MID,rf_reg,ricciardo,7,12
2019,2015,2018,10,MID,rf_clf,albon,12,15
2019,2015,2018,10,MID,xgb_reg,norris,11,18
2019,2015,2018,10,MID,xgb_clf,sainz,6,10
2019,2015,2018,10,MID,xgb_ranker,sainz,6,10
2019,2015,2018,10,MID,lgb_reg,raikkonen,8,15
2019,2015,2018,10,MID,lgbm_ranker,sainz,6,10
2019,2015,2018,10,MID,ensemble,hulkenberg,10,25
2019,2015,2018,11,MID,ridge,grosjean,7,12
2019,2015,2018,11,MID,rf_reg,hulkenberg,16,6
2019,2015,2018,11,MID,rf_clf,albon,6,10
2019,2015,2018,11,MID,xgb_reg,grosjean,7,12
2019,2015,2018,11,MID,xgb_clf,norris,18,2
