feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
team_qual_fin_delta,v4.08,team_avg_qual_season − team_avg_fin_season (position gain),DISCARD,all_5_models,12.045454545454545,14.272727272727273,10.272727272727273,12.727272727272727,9.045454545454545,11.227272727272727,12.5,10.272727272727273,9.545454545454545,11.045454545454545,-0.8181818181818183,-1.7727272727272734,0.0,-3.1818181818181817,2.0,-1.2954545454545459,-0.5909090909090908,-0.7545454545454546
