feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
circ_sc_vsc_combined,v3.97,circ_sc_rate + circ_vsc_rate total disruption,KEEP,all_5_models,12.727272727272727,9.818181818181818,10.818181818181818,10.590909090909092,11.090909090909092,13.909090909090908,12.272727272727273,10.5,10.590909090909092,8.818181818181818,1.1818181818181817,2.454545454545455,-0.31818181818181834,0.0,-2.2727272727272734,1.8181818181818183,-1.1363636363636367,0.209090909090909
