feature,version,description,verdict,criterion,base_rf_reg,base_lgb_reg,base_ridge,base_rf_clf,base_xgb_clf,ext_rf_reg,ext_lgb_reg,ext_ridge,ext_rf_clf,ext_xgb_clf,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_rf_clf,delta_xgb_clf,delta_avg_reg,delta_avg_clf,delta_avg_all
circ_p10_grid_chaos,v4.05,Std dev of P10 finisher's starting grid at circuit,DISCARD,all_5_models,12.045454545454545,14.272727272727273,10.272727272727273,12.727272727272727,9.045454545454545,13.772727272727273,10.454545454545455,10.5,12.454545454545455,9.681818181818182,1.7272727272727284,-3.8181818181818183,0.22727272727272663,-0.2727272727272716,0.6363636363636367,-1.045454545454545,0.18181818181818254,-0.29999999999999966
