cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2025,2021,2024,1,ridge,tsunoda,12,15
2025,2021,2024,1,rf_reg,tsunoda,12,15
2025,2021,2024,1,rf_clf,alonso,17,4
2025,2021,2024,1,xgb_reg,tsunoda,12,15
2025,2021,2024,1,xgb_clf,alonso,17,4
2025,2021,2024,1,xgb_ranker,antonelli,4,6
2025,2021,2024,1,lgb_reg,albon,5,8
2025,2021,2024,1,lgbm_ranker,antonelli,4,6
2025,2021,2024,1,ensemble,antonelli,4,6
2025,2021,2024,2,ridge,hadjar,11,18
2025,2021,2024,2,rf_reg,albon,7,12
2025,2021,2024,2,rf_clf,hulkenberg,15,8
2025,2021,2024,2,xgb_reg,tsunoda,16,6
2025,2021,2024,2,xgb_clf,hadjar,11,18
2025,2021,2024,2,xgb_ranker,alonso,17,4
2025,2021,2024,2,lgb_reg,tsunoda,16,6
2025,2021,2024,2,lgbm_ranker,alonso,17,4
2025,2021,2024,2,ensemble,albon,7,12
2025,2021,2024,3,ridge,albon,9,18
2025,2021,2024,3,rf_reg,albon,9,18
2025,2021,2024,3,rf_clf,bearman,10,25
2025,2021,2024,3,xgb_reg,albon,9,18
2025,2021,2024,3,xgb_clf,bearman,10,25
2025,2021,2024,3,xgb_ranker,bearman,10,25
2025,2021,2024,3,lgb_reg,hamilton,7,12
2025,2021,2024,3,lgbm_ranker,bearman,10,25
2025,2021,2024,3,ensemble,bearman,10,25
2025,2021,2024,4,ridge,gasly,7,12
2025,2021,2024,4,rf_reg,hamilton,5,8
2025,2021,2024,4,rf_clf,hadjar,13,12
2025,2021,2024,4,xgb_reg,hamilton,5,8
2025,2021,2024,4,xgb_clf,hadjar,13,12
2025,2021,2024,4,xgb_ranker,albon,12,15
2025,2021,2024,4,lgb_reg,hamilton,5,8
2025,2021,2024,4,lgbm_ranker,hadjar,13,12
2025,2021,2024,4,ensemble,tsunoda,9,18
2025,2021,2024,5,ridge,tsunoda,19,1
2025,2021,2024,5,rf_reg,tsunoda,19,1
2025,2021,2024,5,rf_clf,gasly,20,0
2025,2021,2024,5,xgb_reg,sainz,8,15
