cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2017,2013,2016,1,ridge,grosjean,20,0
2017,2013,2016,1,rf_reg,ricciardo,17,4
2017,2013,2016,1,rf_clf,kvyat,9,18
2017,2013,2016,1,xgb_reg,bottas,3,4
2017,2013,2016,1,xgb_clf,sainz,8,15
2017,2013,2016,1,xgb_ranker,kvyat,9,18
2017,2013,2016,1,lgb_reg,perez,7,12
2017,2013,2016,1,ensemble,sainz,8,15
2017,2013,2016,2,ridge,stroll,20,0
2017,2013,2016,2,rf_reg,hulkenberg,12,15
2017,2013,2016,2,rf_clf,sainz,7,12
2017,2013,2016,2,xgb_reg,massa,14,10
2017,2013,2016,2,xgb_clf,sainz,7,12
2017,2013,2016,2,xgb_ranker,kvyat,17,4
2017,2013,2016,2,lgb_reg,stroll,20,0
2017,2013,2016,2,ensemble,hulkenberg,12,15
2017,2013,2016,3,ridge,hulkenberg,9,18
2017,2013,2016,3,rf_reg,massa,6,10
2017,2013,2016,3,rf_clf,kvyat,12,15
2017,2013,2016,3,xgb_reg,massa,6,10
2017,2013,2016,3,xgb_clf,kvyat,12,15
2017,2013,2016,3,xgb_ranker,sainz,16,6
2017,2013,2016,3,lgb_reg,massa,6,10
2017,2013,2016,3,ensemble,massa,6,10
2017,2013,2016,4,ridge,massa,9,18
2017,2013,2016,4,rf_reg,massa,9,18
2017,2013,2016,4,rf_clf,sainz,10,25
2017,2013,2016,4,xgb_reg,massa,9,18
2017,2013,2016,4,xgb_clf,sainz,10,25
2017,2013,2016,4,xgb_ranker,stroll,11,18
2017,2013,2016,4,lgb_reg,hulkenberg,8,15
2017,2013,2016,4,ensemble,sainz,10,25
2017,2013,2016,5,ridge,massa,13,12
2017,2013,2016,5,rf_reg,massa,13,12
2017,2013,2016,5,rf_clf,ocon,5,8
2017,2013,2016,5,xgb_reg,massa,13,12
2017,2013,2016,5,xgb_clf,kevin_magnussen,14,10
2017,2013,2016,5,xgb_ranker,kevin_magnussen,14,10
2017,2013,2016,5,lgb_reg,kevin_magnussen,14,10
2017,2013,2016,5,ensemble,massa,13,12
2017,2013,2016,6,ridge,perez,13,12
2017,2013,2016,6,rf_reg,sainz,6,10
2017,2013,2016,6,rf_clf,kvyat,14,10
2017,2013,2016,6,xgb_reg,hamilton,7,12
2017,2013,2016,6,xgb_clf,ocon,12,15
2017,2013,2016,6,xgb_ranker,vandoorne,16,6
2017,2013,2016,6,lgb_reg,grosjean,8,15
2017,2013,2016,6,ensemble,sainz,6,10
2017,2013,2016,7,ridge,massa,19,1
2017,2013,2016,7,rf_reg,massa,19,1
2017,2013,2016,7,rf_clf,ocon,6,10
2017,2013,2016,7,xgb_reg,perez,5,8
2017,2013,2016,7,xgb_clf,sainz,20,0
2017,2013,2016,7,xgb_ranker,sainz,20,0
2017,2013,2016,7,lgb_reg,perez,5,8
2017,2013,2016,7,ensemble,massa,19,1
2017,2013,2016,8,ridge,massa,16,6
2017,2013,2016,8,rf_reg,massa,16,6
2017,2013,2016,8,rf_clf,kvyat,19,1
2017,2013,2016,8,xgb_reg,ricciardo,1,1
2017,2013,2016,8,xgb_clf,kvyat,19,1
2017,2013,2016,8,xgb_ranker,kvyat,19,1
2017,2013,2016,8,lgb_reg,kvyat,19,1
2017,2013,2016,8,ensemble,massa,16,6
2017,2013,2016,9,ridge,ocon,8,15
2017,2013,2016,9,rf_reg,grosjean,6,10
2017,2013,2016,9,rf_clf,ocon,8,15
2017,2013,2016,9,xgb_reg,ocon,8,15
2017,2013,2016,9,xgb_clf,ocon,8,15
2017,2013,2016,9,xgb_ranker,vandoorne,12,15
2017,2013,2016,9,lgb_reg,hulkenberg,13,12
2017,2013,2016,9,ensemble,ocon,8,15
2017,2013,2016,10,ridge,hulkenberg,6,10
2017,2013,2016,10,rf_reg,hulkenberg,6,10
2017,2013,2016,10,rf_clf,ocon,8,15
2017,2013,2016,10,xgb_reg,alonso,18,2
2017,2013,2016,10,xgb_clf,ocon,8,15
2017,2013,2016,10,xgb_ranker,vandoorne,11,18
2017,2013,2016,10,lgb_reg,hulkenberg,6,10
2017,2013,2016,10,ensemble,ocon,8,15
2017,2013,2016,11,ridge,sainz,7,12
2017,2013,2016,11,rf_reg,perez,8,15
2017,2013,2016,11,rf_clf,ocon,9,18
2017,2013,2016,11,xgb_reg,alonso,6,10
2017,2013,2016,11,xgb_clf,kvyat,11,18
2017,2013,2016,11,xgb_ranker,ocon,9,18
2017,2013,2016,11,lgb_reg,hulkenberg,17,4
2017,2013,2016,11,ensemble,perez,8,15
2017,2013,2016,12,ridge,hulkenberg,6,10
2017,2013,2016,12,rf_reg,hulkenberg,6,10
2017,2013,2016,12,rf_clf,ocon,9,18
2017,2013,2016,12,xgb_reg,ocon,9,18
2017,2013,2016,12,xgb_clf,ocon,9,18
2017,2013,2016,12,xgb_ranker,alonso,18,2
2017,2013,2016,12,lgb_reg,ocon,9,18
2017,2013,2016,12,ensemble,hulkenberg,6,10
2017,2013,2016,13,ridge,ocon,6,10
2017,2013,2016,13,rf_reg,perez,9,18
2017,2013,2016,13,rf_clf,perez,9,18
2017,2013,2016,13,xgb_reg,massa,8,15
2017,2013,2016,13,xgb_clf,vandoorne,19,1
2017,2013,2016,13,xgb_ranker,perez,9,18
2017,2013,2016,13,lgb_reg,massa,8,15
