cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2022,2018,2021,1,ridge,alonso,9,18
2022,2018,2021,1,rf_reg,norris,15,8
2022,2018,2021,1,rf_clf,norris,15,8
2022,2018,2021,1,xgb_reg,gasly,20,0
2022,2018,2021,1,xgb_clf,ocon,7,12
2022,2018,2021,1,xgb_ranker,gasly,20,0
2022,2018,2021,1,lgb_reg,gasly,20,0
2022,2018,2021,1,lgbm_ranker,norris,15,8
2022,2018,2021,1,ensemble,gasly,20,0
2022,2018,2021,2,ridge,gasly,8,15
2022,2018,2021,2,rf_reg,bottas,15,8
2022,2018,2021,2,rf_clf,kevin_magnussen,9,18
2022,2018,2021,2,xgb_reg,hamilton,10,25
2022,2018,2021,2,xgb_clf,mick_schumacher,20,0
2022,2018,2021,2,xgb_ranker,ricciardo,17,4
2022,2018,2021,2,lgb_reg,hamilton,10,25
2022,2018,2021,2,lgbm_ranker,ricciardo,17,4
2022,2018,2021,2,ensemble,kevin_magnussen,9,18
2022,2018,2021,3,ridge,alonso,17,4
2022,2018,2021,3,rf_reg,gasly,9,18
2022,2018,2021,3,rf_clf,tsunoda,15,8
2022,2018,2021,3,xgb_reg,gasly,9,18
2022,2018,2021,3,xgb_clf,zhou,11,18
2022,2018,2021,3,xgb_ranker,tsunoda,15,8
2022,2018,2021,3,lgb_reg,gasly,9,18
2022,2018,2021,3,lgbm_ranker,tsunoda,15,8
2022,2018,2021,3,ensemble,gasly,9,18
2022,2018,2021,4,ridge,vettel,8,15
2022,2018,2021,4,rf_reg,russell,4,6
2022,2018,2021,4,rf_clf,mick_schumacher,17,4
2022,2018,2021,4,xgb_reg,russell,4,6
2022,2018,2021,4,xgb_clf,mick_schumacher,17,4
2022,2018,2021,4,xgb_ranker,mick_schumacher,17,4
2022,2018,2021,4,lgb_reg,ricciardo,18,2
2022,2018,2021,4,lgbm_ranker,mick_schumacher,17,4
2022,2018,2021,4,ensemble,mick_schumacher,17,4
2022,2018,2021,5,ridge,tsunoda,12,15
2022,2018,2021,5,rf_reg,norris,19,1
2022,2018,2021,5,rf_clf,vettel,17,4
2022,2018,2021,5,xgb_reg,tsunoda,12,15
2022,2018,2021,5,xgb_clf,vettel,17,4
2022,2018,2021,5,xgb_ranker,vettel,17,4
2022,2018,2021,5,lgb_reg,alonso,11,18
2022,2018,2021,5,lgbm_ranker,vettel,17,4
2022,2018,2021,5,ensemble,tsunoda,12,15
2022,2018,2021,6,ridge,bottas,6,10
2022,2018,2021,6,rf_reg,kevin_magnussen,17,4
2022,2018,2021,6,rf_clf,tsunoda,10,25
2022,2018,2021,6,xgb_reg,perez,2,2
2022,2018,2021,6,xgb_clf,tsunoda,10,25
2022,2018,2021,6,xgb_ranker,tsunoda,10,25
2022,2018,2021,6,lgb_reg,perez,2,2
2022,2018,2021,6,lgbm_ranker,tsunoda,10,25
2022,2018,2021,6,ensemble,kevin_magnussen,17,4
2022,2018,2021,7,ridge,vettel,10,25
2022,2018,2021,7,rf_reg,hamilton,8,15
2022,2018,2021,7,rf_clf,bottas,9,18
2022,2018,2021,7,xgb_reg,vettel,10,25
2022,2018,2021,7,xgb_clf,bottas,9,18
2022,2018,2021,7,xgb_ranker,bottas,9,18
2022,2018,2021,7,lgb_reg,vettel,10,25
2022,2018,2021,7,lgbm_ranker,bottas,9,18
