cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2018,2014,2017,1,ridge,grosjean,16,6
2018,2014,2017,1,rf_reg,ricciardo,4,6
2018,2014,2017,1,rf_clf,grosjean,16,6
2018,2014,2017,1,xgb_reg,ricciardo,4,6
2018,2014,2017,1,xgb_clf,ocon,12,15
2018,2014,2017,1,xgb_ranker,stroll,14,10
2018,2014,2017,1,lgb_reg,stroll,14,10
2018,2014,2017,1,lgbm_ranker,brendon_hartley,15,8
2018,2014,2017,1,ensemble,stroll,14,10
2018,2014,2017,2,ridge,alonso,7,12
2018,2014,2017,2,rf_reg,hulkenberg,6,10
2018,2014,2017,2,rf_clf,sainz,11,18
2018,2014,2017,2,xgb_reg,ricciardo,20,0
2018,2014,2017,2,xgb_clf,vandoorne,8,15
2018,2014,2017,2,xgb_ranker,vandoorne,8,15
2018,2014,2017,2,lgb_reg,alonso,7,12
2018,2014,2017,2,lgbm_ranker,alonso,7,12
2018,2014,2017,2,ensemble,sainz,11,18
2018,2014,2017,3,ridge,sainz,9,18
2018,2014,2017,3,rf_reg,alonso,7,12
2018,2014,2017,3,rf_clf,sainz,9,18
2018,2014,2017,3,xgb_reg,kevin_magnussen,10,25
2018,2014,2017,3,xgb_clf,sainz,9,18
2018,2014,2017,3,xgb_ranker,hulkenberg,6,10
2018,2014,2017,3,lgb_reg,hulkenberg,6,10
2018,2014,2017,3,lgbm_ranker,alonso,7,12
2018,2014,2017,3,ensemble,hulkenberg,6,10
2018,2014,2017,4,ridge,ocon,19,1
2018,2014,2017,4,rf_reg,alonso,7,12
2018,2014,2017,4,rf_clf,hulkenberg,18,2
2018,2014,2017,4,xgb_reg,hulkenberg,18,2
2018,2014,2017,4,xgb_clf,hulkenberg,18,2
2018,2014,2017,4,xgb_ranker,gasly,12,15
2018,2014,2017,4,lgb_reg,hulkenberg,18,2
2018,2014,2017,4,lgbm_ranker,alonso,7,12
2018,2014,2017,4,ensemble,hulkenberg,18,2
2018,2014,2017,5,ridge,hulkenberg,20,0
2018,2014,2017,5,rf_reg,kevin_magnussen,6,10
2018,2014,2017,5,rf_clf,vandoorne,15,8
2018,2014,2017,5,xgb_reg,hulkenberg,20,0
2018,2014,2017,5,xgb_clf,perez,9,18
2018,2014,2017,5,xgb_ranker,gasly,19,1
2018,2014,2017,5,lgb_reg,hulkenberg,20,0
2018,2014,2017,5,lgbm_ranker,perez,9,18
2018,2014,2017,5,ensemble,hulkenberg,20,0
2018,2014,2017,6,ridge,sainz,10,25
2018,2014,2017,6,rf_reg,alonso,20,0
2018,2014,2017,6,rf_clf,hulkenberg,8,15
2018,2014,2017,6,xgb_reg,vandoorne,14,10
2018,2014,2017,6,xgb_clf,gasly,7,12
2018,2014,2017,6,xgb_ranker,gasly,7,12
2018,2014,2017,6,lgb_reg,vandoorne,14,10
2018,2014,2017,6,lgbm_ranker,gasly,7,12
2018,2014,2017,6,ensemble,sainz,10,25
2018,2014,2017,7,ridge,sainz,8,15
2018,2014,2017,7,rf_reg,hulkenberg,7,12
2018,2014,2017,7,rf_clf,perez,14,10
2018,2014,2017,7,xgb_reg,perez,14,10
2018,2014,2017,7,xgb_clf,brendon_hartley,19,1
2018,2014,2017,7,xgb_ranker,alonso,18,2
2018,2014,2017,7,lgb_reg,brendon_hartley,19,1
2018,2014,2017,7,lgbm_ranker,alonso,18,2
2018,2014,2017,7,ensemble,alonso,18,2
2018,2014,2017,8,ridge,sainz,8,15
2018,2014,2017,8,rf_reg,hulkenberg,9,18
2018,2014,2017,8,rf_clf,sainz,8,15
2018,2014,2017,8,xgb_reg,sainz,8,15
2018,2014,2017,8,xgb_clf,sainz,8,15
2018,2014,2017,8,xgb_ranker,hulkenberg,9,18
2018,2014,2017,8,lgb_reg,kevin_magnussen,6,10
2018,2014,2017,8,lgbm_ranker,alonso,16,6
2018,2014,2017,8,ensemble,sainz,8,15
2018,2014,2017,9,ridge,kevin_magnussen,5,8
2018,2014,2017,9,rf_reg,kevin_magnussen,5,8
2018,2014,2017,9,rf_clf,sainz,12,15
2018,2014,2017,9,xgb_reg,grosjean,4,6
2018,2014,2017,9,xgb_clf,alonso,8,15
2018,2014,2017,9,xgb_ranker,alonso,8,15
2018,2014,2017,9,lgb_reg,grosjean,4,6
2018,2014,2017,9,lgbm_ranker,alonso,8,15
2018,2014,2017,9,ensemble,kevin_magnussen,5,8
2018,2014,2017,10,ridge,kevin_magnussen,9,18
2018,2014,2017,10,rf_reg,hulkenberg,6,10
2018,2014,2017,10,rf_clf,hulkenberg,6,10
2018,2014,2017,10,xgb_reg,hulkenberg,6,10
2018,2014,2017,10,xgb_clf,perez,10,25
2018,2014,2017,10,xgb_ranker,alonso,8,15
2018,2014,2017,10,lgb_reg,hulkenberg,6,10
2018,2014,2017,10,lgbm_ranker,perez,10,25
2018,2014,2017,10,ensemble,hulkenberg,6,10
2018,2014,2017,11,ridge,ricciardo,20,0
2018,2014,2017,11,rf_reg,sainz,12,15
2018,2014,2017,11,rf_clf,perez,7,12
2018,2014,2017,11,xgb_reg,ricciardo,20,0
2018,2014,2017,11,xgb_clf,perez,7,12
2018,2014,2017,11,xgb_ranker,kevin_magnussen,11,18
2018,2014,2017,11,lgb_reg,leclerc,15,8
2018,2014,2017,11,lgbm_ranker,ocon,8,15
2018,2014,2017,11,ensemble,sainz,12,15
2018,2014,2017,12,ridge,grosjean,10,25
2018,2014,2017,12,rf_reg,hulkenberg,12,15
2018,2014,2017,12,rf_clf,hulkenberg,12,15
2018,2014,2017,12,xgb_reg,ricciardo,4,6
2018,2014,2017,12,xgb_clf,hulkenberg,12,15
2018,2014,2017,12,xgb_ranker,ocon,13,12
2018,2014,2017,12,lgb_reg,hulkenberg,12,15
2018,2014,2017,12,lgbm_ranker,hulkenberg,12,15
2018,2014,2017,12,ensemble,hulkenberg,12,15
2018,2014,2017,13,ridge,ocon,6,10
2018,2014,2017,13,rf_reg,kevin_magnussen,8,15
2018,2014,2017,13,rf_clf,hulkenberg,20,0
2018,2014,2017,13,xgb_reg,ricciardo,16,6
2018,2014,2017,13,xgb_clf,hulkenberg,20,0
2018,2014,2017,13,xgb_ranker,sainz,11,18
2018,2014,2017,13,lgb_reg,hulkenberg,20,0
2018,2014,2017,13,lgbm_ranker,hulkenberg,20,0
2018,2014,2017,13,ensemble,kevin_magnussen,8,15
2018,2014,2017,14,ridge,sainz,8,15
2018,2014,2017,14,rf_reg,sainz,8,15
2018,2014,2017,14,rf_clf,hulkenberg,13,12
2018,2014,2017,14,xgb_reg,grosjean,20,0
2018,2014,2017,14,xgb_clf,kevin_magnussen,16,6
2018,2014,2017,14,xgb_ranker,hulkenberg,13,12
2018,2014,2017,14,lgb_reg,ocon,6,10
