cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2023,2019,2022,13,xgb_reg,ocon,10,25
2023,2019,2022,13,xgb_clf,leclerc,19,1
2023,2019,2022,13,xgb_ranker,gasly,3,4
2023,2019,2022,13,lgb_reg,perez,4,6
2023,2019,2022,13,ensemble,stroll,11,18
2023,2019,2022,14,ridge,alonso,9,18
2023,2019,2022,14,rf_reg,alonso,9,18
2023,2019,2022,14,rf_clf,bottas,10,25
2023,2019,2022,14,xgb_reg,norris,8,15
2023,2019,2022,14,xgb_clf,tsunoda,20,0
2023,2019,2022,14,xgb_ranker,tsunoda,20,0
2023,2019,2022,14,lgb_reg,albon,7,12
2023,2019,2022,14,ensemble,alonso,9,18
2023,2019,2022,15,ridge,kevin_magnussen,10,25
2023,2019,2022,15,rf_reg,gasly,6,10
2023,2019,2022,15,rf_clf,bottas,17,4
2023,2019,2022,15,xgb_reg,kevin_magnussen,10,25
2023,2019,2022,15,xgb_clf,lawson,9,18
2023,2019,2022,15,xgb_ranker,lawson,9,18
2023,2019,2022,15,lgb_reg,bottas,17,4
2023,2019,2022,15,ensemble,gasly,6,10
2023,2019,2022,16,ridge,alonso,8,15
2023,2019,2022,16,rf_reg,sainz,6,10
2023,2019,2022,16,rf_clf,gasly,10,25
2023,2019,2022,16,xgb_reg,hamilton,5,8
2023,2019,2022,16,xgb_clf,lawson,11,18
2023,2019,2022,16,xgb_ranker,lawson,11,18
2023,2019,2022,16,lgb_reg,hamilton,5,8
2023,2019,2022,16,ensemble,alonso,8,15
2023,2019,2022,17,ridge,gasly,12,15
2023,2019,2022,17,rf_reg,norris,3,4
2023,2019,2022,17,rf_clf,bottas,8,15
2023,2019,2022,17,xgb_reg,leclerc,5,8
2023,2019,2022,17,xgb_clf,bottas,8,15
2023,2019,2022,17,xgb_ranker,bottas,8,15
2023,2019,2022,17,lgb_reg,gasly,12,15
2023,2019,2022,17,ensemble,norris,3,4
2023,2019,2022,18,ridge,gasly,6,10
2023,2019,2022,18,rf_reg,piastri,17,4
2023,2019,2022,18,rf_clf,ricciardo,15,8
2023,2019,2022,18,xgb_reg,perez,4,6
2023,2019,2022,18,xgb_clf,albon,9,18
2023,2019,2022,18,xgb_ranker,albon,9,18
2023,2019,2022,18,lgb_reg,ocon,18,2
2023,2019,2022,18,ensemble,ocon,18,2
2023,2019,2022,19,ridge,piastri,8,15
2023,2019,2022,19,rf_reg,gasly,11,18
2023,2019,2022,19,rf_clf,gasly,11,18
2023,2019,2022,19,xgb_reg,ocon,10,25
2023,2019,2022,19,xgb_clf,gasly,11,18
2023,2019,2022,19,xgb_ranker,hulkenberg,13,12
2023,2019,2022,19,lgb_reg,gasly,11,18
2023,2019,2022,19,ensemble,gasly,11,18
2023,2019,2022,20,ridge,norris,2,2
2023,2019,2022,20,rf_reg,norris,2,2
2023,2019,2022,20,rf_clf,ricciardo,13,12
2023,2019,2022,20,xgb_reg,piastri,14,10
2023,2019,2022,20,xgb_clf,ocon,10,25
2023,2019,2022,20,xgb_ranker,bottas,16,6
2023,2019,2022,20,lgb_reg,gasly,7,12
2023,2019,2022,20,ensemble,piastri,14,10
2023,2019,2022,21,ridge,gasly,11,18
2023,2019,2022,21,rf_reg,alonso,9,18
2023,2019,2022,21,rf_clf,hulkenberg,19,1
2023,2019,2022,21,xgb_reg,gasly,11,18
2023,2019,2022,21,xgb_clf,norris,20,0
2023,2019,2022,21,xgb_ranker,ricciardo,14,10
2023,2019,2022,21,lgb_reg,bottas,17,4
2023,2019,2022,21,ensemble,alonso,9,18
2023,2019,2022,22,ridge,hamilton,9,18
2023,2019,2022,22,rf_reg,sainz,18,2
2023,2019,2022,22,rf_clf,ocon,12,15
2023,2019,2022,22,xgb_reg,leclerc,2,2
2023,2019,2022,22,xgb_clf,ocon,12,15
2023,2019,2022,22,xgb_ranker,ricciardo,11,18
2023,2019,2022,22,lgb_reg,stroll,10,25
2023,2019,2022,22,ensemble,gasly,13,12
