feature,description,verdict,baseline_avg,extended_avg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
avg_fin_last10,10-race rolling finish average,DISCARD,12.611111111111112,11.888888888888891,-0.5,-2.5,0.8333333333333339,-1.5
