feature,description,verdict,baseline_avg,extended_avg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
circ_recent_fin,Avg of driver's last 2 finishes at this circuit,DISCARD,12.611111111111112,11.375,-0.4166666666666661,-3.291666666666668,0.0,-1.854166666666667
