feature,description,verdict,baseline_avg,extended_avg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
fp2_vs_grid,fp2_position − grid_position — practice-to-qualifying improvement,DISCARD,12.611111111111112,11.847222222222221,-0.25,-2.041666666666668,0.0,-1.145833333333334
