feature,description,verdict,baseline_avg,extended_avg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
drv_recent_vs_trend,last_race_pos − avg_fin_last5 — last race vs 5-race trend,DISCARD,12.611111111111112,11.694444444444445,-0.25,-2.5,0.0,-1.375
