feature,description,verdict,baseline_avg,extended_avg,delta_rf_reg,delta_lgb_reg,delta_ridge,delta_avg
drv_pts_per_race,"drv_champ_pts / max(race_num − 1, 1) — championship points rate",DISCARD,12.611111111111112,12.097222222222223,0.625,-2.25,0.08333333333333393,-0.8125
